Date,Open,High,Low,Close,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
1594080000000000000,201.62910182230144,205.67222402785154,199.27221954731652,199.5213165283203,33600700
1594166400000000000,201.26506682461263,204.32134787899562,199.94290390142638,203.9093780517578,33600000
1594252800000000000,207.2626454654392,207.31055266601678,202.6063491822645,205.33689880371094,33121700
1594339200000000000,204.6662498986094,205.1069757258136,202.23271880356717,204.7141571044922,26177600
1594598400000000000,205.49021185970298,206.75489197026513,197.84469225248222,198.39080810546875,38135600
1594684800000000000,197.49016031779553,200.0961539354964,193.56200408868384,199.6171112060547,37591800
1594771200000000000,200.77642365546433,202.47223932553388,196.43629689144993,199.32012939453125,32179400
1594857600000000000,196.79078061823034,197.07820922824786,193.8302995592707,195.37281799316406,29940700
1594944000000000000,195.8997563460039,196.44585751522288,192.94885105600204,194.37640380859375,31635300
1595203200000000000,196.40754068277164,203.40156822605204,194.50094514688112,202.7309112548828,36884800
1595289600000000000,204.70458556764095,204.97284838282866,199.31055862517906,200.00038146972656,37990400
1595376000000000000,200.43151248900887,203.40158381365865,199.65546546152484,202.8746337890625,49605700
1595462400000000000,198.5057661792105,202.0794215246209,193.6770063646899,194.0506591796875,67457000
1595548800000000000,192.01952034770355,194.35725162565268,189.23148765379403,192.86264038085938,39827000
1595808000000000000,193.02550720665892,195.4207212092042,192.4410744052688,195.30575561523438,30160900
1595894400000000000,195.07582771240598,196.12013760474971,193.2842121522174,193.55247497558594,23251400
1595980800000000000,194.0123769972294,196.07225564605147,193.54290968626418,195.50698852539062,19632600
1596067200000000000,192.57521049122226,195.89019318387906,191.20515506565272,195.35365295410156,25079600
1596153600000000000,195.8326662714332,196.503337802837,190.66858611881435,196.41709899902344,51044000
1596412800000000000,202.65427268373514,208.51775194929,201.61953846877378,207.46385192871094,78983000
1596499200000000000,205.19320244984735,205.76805968906118,201.49499124627997,204.35008239746094,49280100
1596585600000000000,205.89262568501786,205.98844010950444,202.70221294266162,204.01478576660156,28806400
1596672000000000000,203.43991211560916,207.3009962807494,202.68303085218935,207.28184509277344,32656800
1596758400000000000,205.84464686937295,206.6590106594798,202.08893936724513,203.573974609375,27820400
1597017600000000000,202.79796736717944,202.99917176588565,197.70095982425147,199.5213165283203,36716500
1597104000000000000,198.47701588010221,198.9464684665569,194.62550768489723,194.85545349121094,36446500
1597190400000000000,196.68537831820524,201.4662305288872,196.16801854790074,200.4219207763672,28013100
1597276800000000000,200.6614881298683,202.49143547853484,199.42554928673022,199.95249938964844,22588900
1597363200000000000,200.0099573373396,200.80517019031623,198.81235026103033,200.1440887451172,17958900
1597622400000000000,200.81474113004822,202.33809367629547,200.16323534106616,201.4662322998047,20184800
1597708800000000000,201.70576542532348,203.45906387306434,200.44110000254938,202.6255340576172,21336200
1597795200000000000,203.11530598475798,203.70115144981213,200.96400148178344,201.39617919921875,27627600
1597881600000000000,201.24257482025888,206.48637478609217,200.63753168715445,206.0830078125,26981500
1597968000000000000,205.39146580023433,207.68682480379076,204.42146555887464,204.58473205566406,36249300
1598227200000000000,206.28467404070597,206.98577783077045,204.01812544971222,205.22824096679688,25460100
1598313600000000000,204.66161371398127,208.03261849728148,204.66161371398127,207.89816284179688,23043700
1598400000000000000,209.25228930731743,213.29557152779088,208.75287641020205,212.39279174804688,39600800
1598486400000000000,214.06393399133884,221.9968467452624,210.71212678794765,217.60781860351562,57602200
1598572800000000000,219.1444467643606,221.5070413285257,217.60781287992597,219.84555053710938,26292900
1598832000000000000,218.0111567167562,219.64383645729026,215.42767414485365,216.599365234375,28774200
1598918400000000000,216.58017622854484,218.44335782083934,215.5429406620747,218.27049255371094,25725500
1599004800000000000,218.94274948158068,223.6391126240995,218.34730519112438,222.47702026367188,34080800
1599091200000000000,220.19125873454507,220.2296683470125,206.44791544411402,208.69525146484375,58400300
1599177600000000000,206.58239950539593,209.71330358948268,197.0648156953769,205.76605224609375,59664100
1599523200000000000,198.3229176376269,201.7131338950962,194.193188092468,194.63497924804688,52924300
1599609600000000000,199.37936369275369,206.33266139810954,198.5149935221353,202.92323303222656,45679000
1599696000000000000,204.94971039022184,206.23665976470147,196.02758532941417,197.23768615722656,35461500
1599782400000000000,198.99521605660559,200.36859801651732,193.27123051236325,195.95074462890625,33620100
1600041600000000000,196.15243960847576,200.9160236183838,195.95074881259208,197.27610778808594,30375800
1600128000000000000,200.16688913343583,201.47303582658077,198.73588554942936,200.51263427734375,21823900
1600214400000000000,202.2797727190038,202.30858359355844,196.53657546959647,196.9303436279297,26328100
1600300800000000000,192.12835744301333,196.23887542741775,192.0419248096165,194.87510681152344,34011300
1600387200000000000,194.7694820632117,195.5858147757098,188.47884753310404,192.4549102783203,55225300
1600646400000000000,189.38161966417263,194.68304132211108,188.603696606861,194.51976013183594,39839700
1600732800000000000,196.93994884068002,199.85957789773718,194.0779561891913,199.2064971923828,33517100
1600819200000000000,199.6674750785702,199.85956711096682,192.10911961891628,192.64694213867188,30803800
1600905600000000000,191.9362594683191,197.42975761656191,191.31198965559403,195.1439971923828,31202500
1600992000000000000,195.48973384039306,200.76232884709236,194.5197189187621,199.5906524658203,29437300
1601251200000000000,202.52951091493645,204.15259209844297,199.8211711438522,201.1465301513672,32004900
1601337600000000000,201.06010719002484,201.75159760507617,198.62067859954726,199.0528564453125,24221900
1601424000000000000,199.50421650472714,203.58592322780046,198.3613362775362,202.0012664794922,33829100
1601510400000000000,205.03614853818758,205.5163493514869,202.95207876701642,204.04693603515625,27158400
1601596800000000000,199.76354745713493,202.6351537274752,197.40095289977685,198.0252227783203,33154800
1601856000000000000,199.01441342685956,202.0780967632502,198.7839117756681,202.04928588867188,21331600
1601942400000000000,200.55105864789076,201.8571906871355,196.70945244898837,197.75628662109375,28554300
1602028800000000000,198.86074075676342,201.78996838805088,198.53420774988274,201.52105712890625,25681100
1602115200000000000,202.1741588890125,202.8272396728094,200.07089145194567,202.24139404296875,19925800
1602201600000000000,202.86564081583657,207.31230524101485,202.86564081583657,207.2642822265625,26458000
1602460800000000000,210.1262854993607,214.99552924534586,208.22469420040088,212.6329345703125,40461400
1602547200000000000,213.90065482996604,216.29206019364605,211.70132686372915,214.0351104736328,28950800
1602633600000000000,214.16954707456625,215.34123814572501,210.45279774080467,212.11428833007812,23421700
1602720000000000000,208.50321179823604,211.63411601753762,207.4563628234982,210.9618377685547,22733100
1602806400000000000,211.43242521555936,213.48768423648824,210.6353047125582,210.9618377685547,26057900
1603065600000000000,211.6917152804522,213.49727494692658,205.25702760179578,205.7372283935547,27625800
1603152000000000000,207.25466286499275,208.762485717726,204.6519681481178,206.1501922607422,22753500
1603238400000000000,204.68078344545265,208.33031244108358,204.68078344545265,206.2942657470703,22724900
1603324800000000000,205.45872995999608,207.50439028353233,203.3170382585862,206.38072204589844,22351500
1603411200000000000,206.51515407203826,207.71565606736684,204.71920777648762,207.66763305664062,18879600
1603670400000000000,205.3818720281269,207.7732624469803,199.85956325816557,201.7611541748047,37111600
1603756800000000000,203.21136343141566,206.16940200740007,202.0012627362895,204.80563354492188,36700300
1603843200000000000,199.4466149775165,200.57028318372602,194.0971852443019,194.65420532226562,51195600
1603929600000000000,195.98920902606434,199.14892460752063,195.3169160195439,196.61346435546875,31432600
1604016000000000000,195.4417117954124,196.20042255781377,191.71534916115473,194.45249938964844,36953700
1604275200000000000,196.20043309681742,197.15123594037598,192.19556025111675,194.31805419921875,30842200
1604361600000000000,195.81629302920805,199.87878793026076,195.07677965090937,198.25570678710938,27512000
1604448000000000000,205.5451571893595,209.6748870535973,204.0085087476915,207.82130432128906,42311800
1604534400000000000,213.24757229869556,215.24520945533908,212.39281543088538,214.4480743408203,36080100
1604620800000000000,213.45886064139708,215.47570992275814,209.3963658567556,214.86105346679688,25231900
1604880000000000000,215.5525596748849,219.08683089312086,209.25232687398287,209.74212646484375,44395000
1604966400000000000,206.00614961539188,207.92695287520905,201.4154309967941,202.6543426513672,44045100
1605052800000000000,203.97968632855515,209.40594926972497,203.79720768779484,207.97496032714844,29440800
1605139200000000000,208.60883520068344,210.43359235451078,205.9677308359219,206.90892028808594,21593900
1605225600000000000,207.79249957079764,208.8105229652226,205.67961889214274,207.93655395507812,18621100
1605484800000000000,206.3614730325875,209.1178354017602,206.0253412882446,208.62802124023438,24953300
1605571200000000000,207.54278565365732,209.06020724200425,205.6027703741667,205.9677276611328,24154100
1605657600000000000,205.7270059165811,207.19064241031913,203.10787311428473,203.2523193359375,28372800
1605744000000000000,203.54117642474924,205.12998185111996,202.14493655516927,204.5426025390625,24792700
1605830400000000000,204.3307815723391,205.38035653386234,202.21236921439393,202.58790588378906,22843100
1606089600000000000,203.1271290016807,204.41743292643147,200.4405998035543,202.3182830810547,25683500
1606176000000000000,201.81754412673203,206.304735839796,201.11461961922151,205.92919921875,33979700
1606262400000000000,207.13289461222504,207.30621246745162,204.5811726796041,205.93887329101562,21012900
1606435200000000000,206.88249975377073,208.24983865296372,206.10252548459613,207.24839782714844,14512200
1606694400000000000,206.16031025318807,206.79582361196043,203.02119486061437,206.1314239501953,33064800
1606780800000000000,206.55512379907677,209.26093033599784,205.43815230875452,208.1920928955078,30904500
1606867200000000000,206.91135935519708,207.47947617162268,204.90849265496811,207.3831787109375,23724500
1606953600000000000,206.65140972730723,208.35577521394413,205.7270038738795,206.29513549804688,25120900
1607040000000000000,206.2758673960875,207.39285348618526,205.27442652464393,206.41067504882812,24666000
1607299200000000000,206.42031202584383,207.54692205805162,205.09149784815247,206.34327697753906,24620000
1607385600000000000,206.035154128181,208.9046399230216,204.99520300208576,207.99949645996094,23284100
1607472000000000000,207.1809696151217,207.24836608163162,203.37745509669494,203.94557189941406,32440600
1607558400000000000,203.91671869066522,205.17813625808205,202.55900364926,202.71307373046875,26733300
1607644800000000000,202.26051866363272,205.40925825216428,201.35537522834764,205.35147094726562,30979400
1607904000000000000,205.1974082570739,208.1920776453613,204.9855655587694,206.25660705566406,28798400
1607990400000000000,207.19061983242744,207.43134881601668,204.3692831973686,206.18919372558594,27000600
1608076800000000000,206.78624536505927,211.94747657050294,206.75735905569334,211.14825439453125,35023300
1608163200000000000,211.71634455679995,212.69852302950446,209.83866122143303,211.2830352783203,32515800
1608249600000000000,210.48382568359375,211.54303926528655,208.00913895972397,210.48382568359375,63354900
1608508800000000000,209.48240422945884,215.69321024663452,209.22241276380078,214.3354949951172,37181900
1608595200000000000,214.4317766950902,217.26275222199794,213.62293074252594,215.6354217529297,22612200
1608681600000000000,214.8361600730579,215.2694692754266,212.61182676702595,212.82366943359375,18699600
1608768000000000000,213.2088828018995,215.31767142861327,212.99704008277266,214.48956298828125,10550600
1609113600000000000,216.12648767772666,217.6478966815725,214.7495248859083,216.61758422851562,17933500
1609200000000000000,217.91751805737886,218.75525027736376,215.2887614859926,215.83761596679688,17403200
1609286400000000000,216.8775680183136,217.26274323665223,213.25700912352386,213.45921325683594,20272300
1609372800000000000,213.47849793374098,214.73029181113705,211.5334032840312,214.1717987060547,20942100
1609718400000000000,214.27772863444477,214.73030039816265,206.8440148174234,209.61721801757812,37130100
1609804800000000000,209.20314651540167,210.4164302044086,207.7009997508537,209.8194122314453,23823000
1609891200000000000,204.30187121240775,208.46167508480264,204.08040466241195,204.37890625,35930700
1609977600000000000,206.102567878631,211.2060264517753,205.78481847645037,210.19496154785156,27694500
1610064000000000000,210.57045783119477,212.40000699485586,208.9816523536104,211.47560119628906,22956200
1610323200000000000,210.36825989009438,210.79194528135557,208.69278075908844,209.4246063232422,23031300
1610409600000000000,208.4713035292935,209.04905897744794,205.40923785569663,206.9595184326172,23249300
1610496000000000000,206.08328798688993,208.72166844329396,205.99661437960842,208.31724548339844,20087100
1610582400000000000,207.90320332267183,209.39572610602872,204.85076127426112,205.12037658691406,29480800
1610668800000000000,205.60183078306997,206.55510823048485,204.16708063722206,204.7640838623047,31746500
1611014400000000000,205.8232972815894,208.93351188204568,204.74483605137272,208.41354370117188,30480900
1611100800000000000,209.626807286122,217.41679408925282,209.23200820542175,216.02056884765625,37777300
