Date,Open,High,Low,Close,Volume,ticker
,DIA,DIA,DIA,DIA,DIA,
1594166400000000000,237.13064674582705,238.54625908236343,235.86113875794442,238.11700439453125,2837800,DIA
1594252800000000000,238.25403992350465,238.54630442010182,233.21260278064776,234.93873596191406,3995600,DIA
1594339200000000000,234.90227238866842,238.51895569849967,234.22640711651349,238.20843505859375,3110100,DIA
1594598400000000000,240.25419979067138,243.41422976876484,237.98919157763197,238.40933227539062,4876000,DIA
1594684800000000000,237.9526763035949,243.89827749323535,237.55081956344407,243.47816467285156,7614300,DIA
1594771200000000000,247.0218005999428,247.08573868995518,243.89828275625575,245.5970458984375,5220600,DIA
1594857600000000000,243.99878355656588,245.6153248064703,242.95760155461014,244.2819061279297,2478100,DIA
1594944000000000000,244.91342629593584,245.0231050193929,243.2864601456102,243.80743408203125,3415100,DIA
1595203200000000000,243.48755997234414,244.63009322520313,242.2444692884169,243.88058471679688,4017400,DIA
1595289600000000000,245.7086555621203,247.03397749426176,244.63923208735818,245.26991271972656,3173200,DIA
1595376000000000000,244.7946200200573,247.1071062902837,244.748901951991,246.7689208984375,2039300,DIA
1595462400000000000,246.45816967375683,246.5861189053275,242.78376453393955,243.76177978515625,2838000,DIA
1595548800000000000,242.35414498302504,243.44183885763744,241.34871015432307,241.93370056152344,2637700,DIA
1595808000000000000,242.00678520184647,243.41439381537657,241.6229096942587,243.08535766601562,2637900,DIA
1595894400000000000,242.14399547817652,242.77464831652495,240.96489307958186,241.2390899658203,1989300,DIA
1595980800000000000,241.4768058864712,243.19518118439044,241.1203219518662,242.67417907714844,1917900,DIA
1596067200000000000,239.91367220102904,241.13846429453446,237.592037211971,240.64488220214844,3055600,DIA
1596153600000000000,241.08362203634914,241.75084348352158,237.8113917701367,241.62289428710938,3306800,DIA
1596412800000000000,242.8294677636047,244.18220932781156,242.5369725466327,243.7891845703125,2569300,DIA
1596499200000000000,243.39619109266692,245.34307253338716,243.15853521160014,245.33392333984375,1909800,DIA
1596585600000000000,246.77792596684168,248.86190459683968,246.6956669557206,248.61512756347656,2122900,DIA
1596672000000000000,248.277022306723,250.47068032484407,248.2221829483106,250.3518524169922,1948100,DIA
1596758400000000000,249.73949678484078,251.19279572473803,249.05397683806598,251.00997924804688,2311300,DIA
1597017600000000000,251.82347680139267,254.35532043465273,251.796057119223,254.2273712158203,2313900,DIA
1597104000000000000,256.750085696515,257.55443362810917,252.70095424811444,253.3590545654297,4546400,DIA
1597190400000000000,255.7812032957673,256.60382166631524,254.7574979551851,255.96401977539062,2641600,DIA
1597276800000000000,255.13224808539633,256.12853372730586,254.30962972815598,255.39732360839844,1668300,DIA
1597363200000000000,254.3096283582771,256.0736929837004,254.00798396279106,255.74462890625,2247000,DIA
1597622400000000000,256.0554368553119,256.15596639686044,254.55641977350805,254.96774291992188,2436900,DIA
1597708800000000000,255.10472250795476,255.35149954452498,253.28579136997482,254.2821044921875,1678300,DIA
1597795200000000000,254.72099424861608,255.6898604719629,253.1580161553129,253.57846069335938,3374300,DIA
1597881600000000000,252.30802520773645,254.4102761861536,252.15262834176553,253.98068237304688,2063700,DIA
1597968000000000000,253.7735548736378,256.12769914900605,253.60865043987582,255.8345947265625,2601200,DIA
1598227200000000000,258.06047979521543,259.46198560722956,256.9154577934183,259.3978576660156,2622800,DIA
1598313600000000000,260.35978263093796,260.35978263093796,257.41934498981385,258.8849792480469,3346000,DIA
1598400000000000000,258.8759638656909,259.79198232676424,257.9233247935334,259.6271057128906,2647500,DIA
1598486400000000000,260.5521597372197,262.39336484561295,259.8559771181953,261.1017761230469,3432800,DIA
1598572800000000000,262.19181543646994,263.3093584005658,261.06510334782183,262.6223449707031,2715500,DIA
1598832000000000000,262.219396386801,262.2926655476444,260.0484375805836,260.4056701660156,4070100,DIA
1598918400000000000,259.90163973357636,262.83287878479666,259.38867220074695,262.70465087890625,3023600,DIA
