Date,Open,High,Low,Close,Volume,ticker
,XLF,XLF,XLF,XLF,XLF,
1594166400000000000,20.93708542202153,21.220265407955726,20.864006659769636,21.165456771850586,53046100,XLF
1594252800000000000,21.156326213005737,21.201999795761505,20.544290795466765,20.717853546142578,71163700,XLF
1594339200000000000,20.708719489917954,21.45777743454894,20.708719489917954,21.43037223815918,94440600,XLF
1594598400000000000,21.70441293796104,21.841435397125846,21.3938277679421,21.52171516418457,102487100,XLF
1594684800000000000,21.43036640400024,21.69527800330886,21.23853530850236,21.63133430480957,102468300,XLF
1594771200000000000,22.15202548186222,22.16116054681129,21.823170113037737,22.06067657470703,90561800,XLF
1594857600000000000,21.868845437783072,22.289047971427262,21.78663159557695,22.06067657470703,74678500,XLF
1594944000000000000,22.106348735247987,22.124617120195783,21.868842307574305,21.87797737121582,47033200,XLF
1595203200000000000,21.759224302405713,21.9053818428253,21.69528059626406,21.777494430541992,40127600,XLF
1595289600000000000,21.923649091467293,22.316448083129696,21.896243902862327,22.206829071044922,46491300,XLF
1595376000000000000,22.097211801295234,22.225099196781564,22.024133040683747,22.206829071044922,44437400,XLF
1595462400000000000,22.161157766661113,22.352988879519575,22.0880789985719,22.225101470947266,49916100,XLF
1595548800000000000,22.243370665659032,22.362123005447767,22.0972131356105,22.170291900634766,41245600,XLF
1595808000000000000,22.06980843475952,22.088078562004533,21.795763495425238,21.987594604492188,43060200,XLF
1595894400000000000,21.905381749440735,22.033270903514158,21.832302979542483,21.93278694152832,35370500,XLF
1595980800000000000,21.896249079171,22.371262006607036,21.859710561395033,22.343856811523438,36491600,XLF
1596067200000000000,21.923651106714804,21.98759481033575,21.65873948618775,21.94192123413086,53994600,XLF
1596153600000000000,21.932791117242513,21.978464703748827,21.658744371197702,21.951061248779297,50115900,XLF
1596412800000000000,22.042402837675713,22.188562110607045,21.887110243625425,22.014999389648438,42982100,XLF
1596499200000000000,21.923656463623047,21.96019672738354,21.804904091072785,21.923656463623047,30754400,XLF
1596585600000000000,22.06980887096578,22.27991011143036,22.0424036795566,22.225101470947266,34860700,XLF
1596672000000000000,22.152027275556353,22.307319907593886,22.06067836100446,22.215970993041992,33115400,XLF
1596758400000000000,22.10635444068951,22.709254857950526,22.060679110693563,22.69098472595215,63302800,XLF
1597017600000000000,22.818869362683454,22.937623463751997,22.718387133704848,22.855409622192383,45436100,XLF
1597104000000000000,23.284743206553966,23.494844435533416,23.06550691427082,23.120315551757812,73758600,XLF
1597190400000000000,23.531390363216563,23.54052542872313,22.891949716441665,23.056377410888672,58793600,XLF
1597276800000000000,22.882810186634508,23.07464304017576,22.77319290661258,22.910215377807617,35222500,XLF
1597363200000000000,22.80059989213765,23.111185137601254,22.77319643904914,23.001567840576172,28276900,XLF
1597622400000000000,22.91935098915454,22.937621117039818,22.608765784446035,22.617900848388672,53397000,XLF
1597708800000000000,22.636176055240956,22.69098470885912,22.453478220066167,22.47174835205078,35502500,XLF
1597795200000000000,22.553957234864992,22.782328607353968,22.39866463187908,22.462608337402344,59847200,XLF
1597881600000000000,22.206827131054837,22.38038982572033,22.18855874924921,22.25250244140625,45586100,XLF
1597968000000000000,22.215964133913243,22.40779696947783,22.133750310433435,22.206829071044922,35349200,XLF
1598227200000000000,22.33472190294252,22.73665428161621,22.279911516667163,22.73665428161621,51010900,XLF
1598313600000000000,22.928483468278166,22.99242716633271,22.654436807899287,22.800594329833984,55236900,XLF
1598400000000000000,22.745793379611598,22.800602033271048,22.60877087429513,22.69098472595215,30646600,XLF
1598486400000000000,22.672706230034667,23.18425754092915,22.672706230034667,23.07464027404785,66463900,XLF
1598572800000000000,23.23907150680523,23.248206570845745,22.974159876636172,23.165992736816406,49170600,XLF
1598832000000000000,23.147725295770787,23.147725295770787,22.891948699951172,22.891948699951172,52259000,XLF
1598918400000000000,22.773196486663913,23.038106406974677,22.70011770771589,22.95589256286621,42036100,XLF
1599004800000000000,22.946753737141513,23.36695617973931,22.88280829635327,23.28474235534668,48432500,XLF
1599091200000000000,23.42176322621905,23.75975356382903,22.78232454273407,22.928482055664062,98405500,XLF
1599177600000000000,23.339557421914773,23.467446596395295,22.736657038466383,23.102052688598633,111105500,XLF
1599523200000000000,22.87367535593838,22.928483992332826,22.426065974655803,22.50827980041504,84687600,XLF
1599609600000000000,22.718385895193133,22.901081955771527,22.572226607460895,22.73665428161621,52321200,XLF
1599696000000000000,22.809734208560926,22.965026826195327,22.371261550182197,22.41693687438965,55515300,XLF
1599782400000000000,22.45347322387403,22.69097965981869,22.380394454532233,22.57222557067871,69285700,XLF
1600041600000000000,22.773193310684462,23.083778513482827,22.709249605814556,22.882810592651367,51021000,XLF
1600128000000000000,22.928486095763347,22.946756223682623,22.553957185094735,22.57222557067871,48459900,XLF
1600214400000000000,22.617901678303504,23.08377950246064,22.57222635691436,22.8280029296875,62119900,XLF
1600300800000000000,22.517413490354087,22.727514702332783,22.453469794737533,22.590492248535156,47334200,XLF
1600387200000000000,22.59049818270499,22.773195997317032,22.499149275398974,22.544824600219727,61707200,XLF
1600646400000000000,22.07178791676541,22.200378709462065,21.640087252281226,21.979936599731445,72307300,XLF
1600732800000000000,21.924828595050336,22.136085417973575,21.612535138590623,21.796236038208008,84561500,XLF
1600819200000000000,21.842160900258097,21.99830761650078,21.309425354003906,21.309425354003906,54282500,XLF
1600905600000000000,21.318613073650887,21.65846249371484,21.07061674216479,21.35535430908203,56512300,XLF
1600992000000000000,21.199207229652664,21.64927684510994,21.153282438002975,21.575796127319336,46026600,XLF
1601251200000000000,21.87890353269325,22.24630710864038,21.87890353269325,22.090160369873047,62803500,XLF
1601337600000000000,22.025866378341973,22.062607614256713,21.6952040147021,21.81460952758789,53250800,XLF
1601424000000000000,21.90645852437508,22.292232700660467,21.897273216378,22.108530044555664,66732200,XLF
1601510400000000000,22.20037948529995,22.347340896922898,21.970752060649318,22.1452693939209,65766100,XLF
