Date,Open,High,Low,Close,Volume,ticker
,XLY,XLY,XLY,XLY,XLY,
1594166400000000000,125.54277750988327,126.68556200173812,124.95698103310632,126.65675354003906,2739900,XLY
1594252800000000000,127.09849938028762,127.18492475972185,124.4768123107561,126.51270294189453,3112400,XLY
1594339200000000000,126.58950179151738,128.11640842996763,125.7540126856987,128.02037048339844,6456200,XLY
1594598400000000000,129.1727961809565,131.08384059746936,126.04215442064363,126.39746856689453,6641300,XLY
1594684800000000000,125.77323569136179,127.7322839771842,124.29433322605011,127.65545654296875,5736900,XLY
1594771200000000000,129.4512483106192,129.86417922593182,127.64584049607565,129.4800567626953,3752900,XLY
1594857600000000000,128.43335382987752,129.4993108755272,127.99159966044732,129.13438415527344,3024700,XLY
1594944000000000000,129.63372045183567,129.63372045183567,128.06839273337474,128.5293426513672,3094600,XLY
1595203200000000000,128.62542385597126,130.9205909375422,128.30851610161145,130.58447265625,2735800,XLY
1595289600000000000,131.60241230863994,131.78487568326508,130.30598746578664,130.78614807128906,2657900,XLY
1595376000000000000,130.56523978996512,131.9865106601625,130.44039338028523,131.90968322753906,2660500,XLY
1595462400000000000,132.05375910406386,132.05375910406386,129.03835120971672,129.93145751953125,3433800,XLY
1595548800000000000,129.20157479725768,130.72849625175795,128.55816151601192,130.16189575195312,3143600,XLY
1595808000000000000,130.71885885677275,131.26624873066842,130.02742672834248,130.9685516357422,2449700,XLY
1595894400000000000,130.7092981461962,131.23747765211903,129.48008837968652,129.67214965820312,2559800,XLY
1595980800000000000,130.52682773581114,131.26627900406692,130.32516853295488,130.98777770996094,2247500,XLY
1596067200000000000,130.0466817034964,131.51597181535809,129.28803448138197,130.8821563720703,3970400,XLY
1596153600000000000,132.4954926667728,132.72597498740885,130.11390063354412,131.56398010253906,3835500,XLY
1596412800000000000,131.98652217889367,132.02492857188994,131.12222447645186,131.28549194335938,2794400,XLY
1596499200000000000,131.02619238394666,132.3802484363346,131.00698186206841,132.34182739257812,2670100,XLY
1596585600000000000,132.86038928693486,134.0223692555896,132.64911753748262,133.9551544189453,3268400,XLY
1596672000000000000,133.4750282657126,134.89629931945126,133.28295233268233,134.6082000732422,2156100,XLY
1596758400000000000,134.61778431599876,135.21319327182556,133.8303287533483,134.8098602294922,2976500,XLY
1597017600000000000,135.29001560630863,136.57684211952758,135.0787438320984,136.42318725585938,2280200,XLY
1597104000000000000,137.20107389789368,137.96933372552743,135.83741966417907,136.15432739257812,3546800,XLY
1597190400000000000,137.4987369639475,138.247800733589,136.97057220108127,137.95970153808594,3815400,XLY
1597276800000000000,137.83485485532663,138.72796089424546,137.61398515566586,137.90208435058594,2371400,XLY
1597363200000000000,137.90206864053445,138.19976573514865,137.29706186545917,137.8924560546875,1687000,XLY
1597622400000000000,139.02566935737912,139.84193338064566,138.42066246405483,139.66908264160156,1609000,XLY
1597708800000000000,140.20686534999393,140.84068072385605,139.16011898164723,140.5333709716797,2587700,XLY
1597795200000000000,141.0807412020191,141.1191475889912,139.66906836412537,139.8707275390625,2655200,XLY
1597881600000000000,139.02568409957672,140.0628326038248,138.67035534274896,139.65948486328125,1663300,XLY
1597968000000000000,139.51540160842814,140.45651186896623,139.48659315732314,140.3796844482422,1823800,XLY
1598227200000000000,141.34004956581458,142.56927402967594,141.3304516302128,142.5116424560547,2642200,XLY
1598313600000000000,142.84774863940157,142.99179092795583,141.82019813659608,142.98219299316406,2598900,XLY
1598400000000000000,142.99176970619547,144.6243268853081,142.85732537238619,144.3938446044922,2791900,XLY
1598486400000000000,144.931647691666,145.02768565573697,143.07823514245104,143.6160125732422,3085400,XLY
1598572800000000000,144.3554696882396,144.81641969702852,143.79848171150704,144.55712890625,2137800,XLY
1598832000000000000,144.53791560112862,144.97007179522382,143.94252124067577,144.13458251953125,3512500,XLY
1598918400000000000,144.2690517708335,145.72874411798145,144.06739252191065,145.64231872558594,4952200,XLY
1599004800000000000,146.6506254843359,148.02387747255872,145.81513625504206,147.65895080566406,4077100,XLY
1599091200000000000,147.23643851458985,147.34205976869396,141.59934367689638,142.9726104736328,7571000,XLY
1599177600000000000,143.43354989692685,144.24982863529777,137.92130189914985,141.3208465576172,6669900,XLY
1599523200000000000,138.9968441326956,141.42645469394742,138.3342204062936,139.46739196777344,7606300,XLY
1599609600000000000,140.77344623169822,143.15505276665687,139.95718220641137,142.09869384765625,3712900,XLY
1599696000000000000,142.8093701324522,144.3170667759495,139.60188623209385,140.06285095214844,6276900,XLY
1599782400000000000,141.01354557686452,141.65695894985032,138.9488610912136,140.27410888671875,3798200,XLY
1600041600000000000,141.82980274195256,142.85733853358852,141.20558533556806,141.7625732421875,2778300,XLY
1600128000000000000,142.65567186856876,143.41431892807552,142.18510935486586,142.924560546875,2706000,XLY
1600214400000000000,143.51999572284734,144.07698375906014,142.06030344357714,142.12753295898438,2607900,XLY
1600300800000000000,140.0532079637235,141.0423373991428,138.95844263455388,140.13003540039062,4424600,XLY
1600387200000000000,140.5717768051117,140.62939371407577,137.0281903704826,138.18057250976562,5423600,XLY
1600646400000000000,135.97287883455405,136.33858313310665,133.79793387137866,136.18460083007812,4217900,XLY
1600732800000000000,137.02188887756486,139.18721574511392,136.56957497935628,139.06210327148438,3819000,XLY
1600819200000000000,140.50565325608142,140.76549658953385,136.50220098147614,136.7812957763672,3965300,XLY
1600905600000000000,136.15576373391903,138.63867390037575,135.11640496531638,136.72357177734375,4498500,XLY
1600992000000000000,136.68506267582515,138.97550215601908,135.7323135098351,138.50393676757812,2514000,XLY
1601251200000000000,140.32280312120253,141.7278661353713,139.75500981930094,141.40065002441406,2662400,XLY
1601337600000000000,141.33331404525,141.429556684334,140.20734565387946,140.30357360839844,3027700,XLY
1601424000000000000,140.7270309554033,143.12333192205668,140.5538118102451,141.4488067626953,4474400,XLY
1601510400000000000,142.84421011913625,143.42163652991943,141.93959694626926,143.29652404785156,3879400,XLY
1601596800000000000,140.6211173791737,143.17139975620728,140.56337768569298,142.69021606445312,4090800,XLY
1601856000000000000,143.4505238872486,144.7400930528582,143.32541138991328,144.5764923095703,2320400,XLY
1601942400000000000,144.71118845651682,145.36560595712817,141.67011848110772,141.9010772705078,3977200,XLY
1602028800000000000,143.62374455359227,145.49072534492046,143.62374455359227,145.144287109375,2502900,XLY
1602115200000000000,146.08739699180452,146.19325800966163,145.02878681323355,146.09701538085938,2532900,XLY
1602201600000000000,146.8572898292567,147.96400660647174,146.6744376504243,147.6175537109375,3681300,XLY
1602460800000000000,148.64731218676434,150.2640827739296,148.43559013112628,149.58079528808594,3197200,XLY
1602547200000000000,149.27283027395677,150.2255794285558,148.77239503961113,149.55191040039062,3413100,XLY
1602633600000000000,149.8694624383314,150.02344473773664,147.23258531267794,147.8966064453125,3805400,XLY
1602720000000000000,145.9911653155467,148.72428583763872,145.55810282257428,148.44520568847656,2379000,XLY
