ticker,target_weight,source_weights,notes
NVDA,0.1500,0.1500,baseline method=cap ts=2025-09-30T23:46:12
MSFT,0.1500,0.1500,baseline method=cap ts=2025-09-30T23:46:12
AAPL,0.1500,0.1500,baseline method=cap ts=2025-09-30T23:46:12
GOOGL,0.1500,0.1500,baseline method=cap ts=2025-09-30T23:46:12
AMZN,0.1500,0.1500,baseline method=cap ts=2025-09-30T23:46:12
ABBV,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
AMD,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
ARKK,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
BAC,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
BITO,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
BLK,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
BRK-B,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
C,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
CVX,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
DBA,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
DIA,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
DIS,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
GBTC,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
GLD,0.0167,0.0167,baseline method=cap ts=2025-09-30T23:46:12
GS,0.0162,0.0162,baseline method=cap ts=2025-09-30T23:46:12
