date,open,high,low,close,volume,dividends,stock splits,symbol,capital gains,ma7,ma21,returns
2023-01-03 00:00:00-05:00,128.61397753423014,129.2260441509053,122.5821116407929,123.4706039428711,112117500,0.0,0.0,AAPL,,,,
2023-01-04 00:00:00-05:00,125.26734659008874,127.01471627825023,123.48049504473303,124.74412536621094,89113600,0.0,0.0,AAPL,,,,0.010314369434275106
2023-01-05 00:00:00-05:00,125.50426745503849,126.13608257581905,123.16457967496471,123.42124938964844,80962700,0.0,0.0,AAPL,,,,-0.01060471563433496
2023-01-06 00:00:00-05:00,124.39858171183529,128.62384018148796,123.29290160052527,127.96240997314453,87754700,0.0,0.0,AAPL,,,,0.03679399297895114
2023-01-09 00:00:00-05:00,128.80155656407595,131.70396238313268,128.22897177101316,128.4856414794922,70790800,0.0,0.0,AAPL,,,,0.004088946952917505
2023-01-10 00:00:00-05:00,128.5942366688145,129.58144872233615,126.48160347682453,129.0582275390625,63896200,0.0,0.0,AAPL,,,,0.004456420600598365
2023-01-11 00:00:00-05:00,129.57159828407498,131.80269238208612,128.79170729193848,131.782958984375,69458900,0.0,0.0,AAPL,,126.98931666782924,,0.02111241954324683
2023-01-12 00:00:00-05:00,132.1679704181571,132.54310080025633,129.75917030810112,131.7039794921875,71379600,0.0,0.0,AAPL,,128.16551317487443,,-0.0005993149098804107
2023-01-13 00:00:00-05:00,130.34162751784612,133.194670216135,129.97636381873417,133.03671264648438,57809700,0.0,0.0,AAPL,,129.3501685006278,,0.010119156303670662
2023-01-17 00:00:00-05:00,133.10580835372033,135.53434166770566,132.4147629011091,134.2016143798828,63646600,0.0,0.0,AAPL,,130.89022064208984,,0.00875624262074104
2023-01-18 00:00:00-05:00,135.0703537024429,136.83745656269951,133.30323577852656,133.48094177246094,69672800,0.0,0.0,AAPL,,131.67858232770647,,-0.005370074054264928
2023-01-19 00:00:00-05:00,132.36540678256628,134.50765533885576,132.0593734264766,133.54019165039062,58280400,0.0,0.0,AAPL,,132.4006609235491,,0.00044388267825290484
2023-01-20 00:00:00-05:00,133.55004278165805,136.25500917828725,132.5036004355903,136.10691833496094,80223600,0.0,0.0,AAPL,,133.4076167515346,,0.019220630529646288
2023-01-23 00:00:00-05:00,136.3537266947968,141.4872415250396,136.136538833656,139.3054962158203,81760300,0.0,0.0,AAPL,,134.48226492745536,,0.023500479769791305
2023-01-24 00:00:00-05:00,138.5157093840139,141.32926952973608,138.50584268721101,140.7073211669922,66435100,0.0,0.0,AAPL,,135.7684565952846,,0.010062955082548175
2023-01-25 00:00:00-05:00,139.0883167228264,140.60861677861874,137.03491367991992,140.04591369628906,65799300,0.0,0.0,AAPL,,136.769771030971,,-0.004700590311986441
2023-01-26 00:00:00-05:00,141.33915831562229,142.4053492196724,140.08539469738815,142.1190643310547,54105100,0.0,0.0,AAPL,,137.90083530970983,,0.014803363982911932
2023-01-27 00:00:00-05:00,141.32927632528882,145.34722141150488,141.25029755609052,144.0638427734375,70555800,0.0,0.0,AAPL,,139.41267830984933,,0.013684148932001206
2023-01-30 00:00:00-05:00,143.10626796433064,143.68871946900538,141.02324989890042,141.17132568359375,64015300,0.0,0.0,AAPL,,140.50284031459265,,-0.020078022591641376
2023-01-31 00:00:00-05:00,140.87516062877287,142.49418783542103,140.46053336332577,142.44482421875,65874500,0.0,0.0,AAPL,,141.40825544084822,,0.009020943374935309
2023-02-01 00:00:00-05:00,142.1289150988489,144.73515421762997,139.51280928282884,143.5702362060547,77663600,0.0,0.0,AAPL,,142.0175040108817,134.4963618687221,0.007900687115008243
2023-02-02 00:00:00-05:00,146.99586653400996,149.24670877710787,146.27520596359832,148.89132690429688,118339000,0.0,0.0,AAPL,,143.18664768763952,135.70687248593285,0.037062631077692476
2023-02-03 00:00:00-05:00,146.13699831650217,155.36743699431324,145.93955891955838,152.52426147460938,154357300,0.0,0.0,AAPL,,144.96926879882812,137.0297361101423,0.024399907273629395
2023-02-06 00:00:00-05:00,150.61895772492184,151.14217893420934,148.85183962560956,149.78968811035156,69858300,0.0,0.0,AAPL,,146.06507219587053,138.2853760492234,-0.01792877629971701
2023-02-07 00:00:00-05:00,148.7136179890826,153.24491754252153,148.7136179890826,152.67233276367188,83322600,0.0,0.0,AAPL,,147.29485648018974,139.4620390392485,0.01924461349566764
2023-02-08 00:00:00-05:00,151.91219134400382,152.60323674930237,149.23684012618935,149.9772491455078,64120100,0.0,0.0,AAPL,,148.55284554617745,140.4854489281064,-0.017652730978676368
2023-02-09 00:00:00-05:00,151.81347999768036,152.35644968138112,148.49644664158131,148.94068908691406,56007100,0.0,0.0,AAPL,,149.48082624162947,141.43223281133743,-0.0069114486663779395
2023-02-10 00:00:00-05:00,147.77400037597405,149.6327824911062,147.53670230127932,149.30650329589844,57450700,0.23,0.0,AAPL,,150.30029296875,142.26668730236236,0.0024561065967063644
2023-02-13 00:00:00-05:00,149.24719136406156,152.5198501850578,149.21753098880535,152.11448669433594,62199000,0.0,0.0,AAPL,,150.76074436732702,143.23861621675036,0.01880683919623105
2023-02-14 00:00:00-05:00,150.40401334935044,152.03540966135478,149.1582321456351,151.47183227539062,61707600,0.0,0.0,AAPL,,150.6103973388672,144.1164790562221,-0.004224807465160629
2023-02-15 00:00:00-05:00,151.38280090606835,153.74583924665023,151.15539970893886,153.5777587890625,65573800,0.0,0.0,AAPL,,151.15155029296875,145.03915259951637,0.013903089980737082
2023-02-16 00:00:00-05:00,151.77828778035447,154.566483327967,151.6201041650226,151.97604370117188,68167900,0.0,0.0,AAPL,,151.05208042689733,145.9198717389788,-0.010429342767597993
2023-02-17 00:00:00-05:00,150.6314217151784,151.27408335489702,149.14834246660095,150.82916259765625,59144100,0.0,0.0,AAPL,,151.1737823486328,146.74315606980096,-0.007546459794483873
2023-02-21 00:00:00-05:00,148.50566773790462,149.59326523615655,146.73586644892643,146.80506896972656,58867200,0.0,0.0,AAPL,,150.86869376046317,147.2525918143136,-0.026679811507434703
2023-02-22 00:00:00-05:00,147.19065212608928,148.2584708875877,145.4999504020457,147.23020935058594,51011300,0.0,0.0,AAPL,,150.57208033970423,147.6299591064453,0.0028959516441973143
