ticker,entry_date,exit_date,entry_price,exit_price,profit,return_pct,days_held
BITO,2024-04-19,2024-04-22,13.45,13.89,0.45,3.31,3
BITO,2024-04-24,2024-04-25,13.33,13.51,0.18,1.33,1
BITO,2024-04-30,2024-05-02,12.26,12.36,0.1,0.84,2
BITO,2024-05-06,2024-05-08,13.14,12.92,-0.23,-1.71,2
BITO,2024-05-10,2024-05-13,12.62,13.15,0.53,4.22,3
BITO,2024-05-16,2024-05-17,13.57,13.94,0.37,2.76,1
BITO,2024-05-21,2024-05-22,14.4,14.48,0.08,0.57,1
BITO,2024-05-23,2024-05-24,13.93,14.38,0.45,3.2,1
BITO,2024-05-31,2024-06-04,13.97,14.61,0.63,4.54,4
BITO,2024-06-07,2024-06-10,14.33,14.37,0.04,0.27,3
BITO,2024-06-12,2024-06-17,13.96,13.78,-0.18,-1.29,5
BITO,2024-06-18,2024-06-20,13.27,13.41,0.14,1.07,2
BITO,2024-06-24,2024-06-25,12.2,12.77,0.58,4.71,1
BITO,2024-06-26,2024-06-27,12.56,12.65,0.09,0.7,1
BITO,2024-06-28,2024-07-01,12.33,13.0,0.67,5.44,3
BITO,2024-07-02,2024-07-03,12.73,12.42,-0.31,-2.44,1
BITO,2024-07-08,2024-07-09,11.6,11.9,0.3,2.58,1
BITO,2024-07-10,2024-07-12,11.79,11.87,0.08,0.65,2
BITO,2024-07-18,2024-07-19,13.04,13.82,0.77,5.94,1
BITO,2024-07-23,2024-07-25,13.45,13.25,-0.21,-1.53,2
BITO,2024-07-29,2024-08-05,13.75,10.91,-2.84,-20.63,7
BITO,2024-08-07,2024-08-08,11.16,12.16,1.0,8.99,1
BITO,2024-08-12,2024-08-13,12.04,12.41,0.38,3.12,1
BITO,2024-08-14,2024-08-16,12.0,12.19,0.19,1.62,2
BITO,2024-08-20,2024-08-21,12.13,12.56,0.43,3.51,1
BITO,2024-08-28,2024-09-04,11.97,11.8,-0.18,-1.48,7
BITO,2024-09-05,2024-09-09,11.36,11.61,0.25,2.18,4
BITO,2024-09-16,2024-09-17,11.75,12.17,0.42,3.59,1
BITO,2024-09-30,2024-10-03,12.85,12.34,-0.51,-3.97,3
BITO,2024-10-09,2024-10-11,12.32,12.76,0.45,3.63,2
BITO,2024-10-23,2024-10-24,13.4,13.77,0.38,2.81,1
BITO,2024-10-25,2024-10-28,13.46,14.05,0.59,4.38,3
BITO,2024-10-31,2024-11-05,14.11,14.0,-0.12,-0.83,5
BITO,2024-11-13,2024-11-15,18.08,18.43,0.35,1.94,2
BITO,2024-11-21,2024-11-22,19.75,19.94,0.19,0.98,1
BITO,2024-11-25,2024-11-27,19.04,19.42,0.38,2.0,2
BITO,2024-12-02,2024-12-03,19.19,19.16,-0.02,-0.12,1
BITO,2024-12-05,2024-12-06,19.8,20.29,0.49,2.47,1
BITO,2024-12-09,2024-12-11,19.2,20.27,1.07,5.58,2
BITO,2024-12-12,2024-12-13,19.95,20.27,0.32,1.6,1
BITO,2024-12-17,2024-12-20,21.3,19.2,-2.1,-9.85,3
BITO,2024-12-23,2024-12-24,18.5,19.73,1.23,6.64,1
BITO,2024-12-27,2024-12-30,18.76,18.7,-0.06,-0.3,3
BITO,2024-12-31,2025-01-02,18.53,19.31,0.78,4.21,2
BITO,2025-01-07,2025-01-13,19.07,18.5,-0.57,-2.99,6
BITO,2025-01-21,2025-01-22,20.99,20.6,-0.4,-1.9,1
BITO,2025-01-23,2025-01-24,20.36,20.69,0.33,1.64,1
BITO,2025-01-27,2025-01-29,19.97,20.59,0.62,3.1,2
BITO,2025-01-31,2025-02-03,20.0,19.95,-0.05,-0.27,3
BITO,2025-02-04,2025-02-10,19.45,19.16,-0.29,-1.48,6
BITO,2025-02-11,2025-02-12,18.72,19.08,0.36,1.9,1
BITO,2025-02-18,2025-02-19,18.48,18.88,0.4,2.15,1
BITO,2025-02-21,2025-02-28,18.57,16.52,-2.05,-11.02,7
BITO,2025-03-03,2025-03-04,16.87,17.02,0.15,0.88,1
BITO,2025-03-06,2025-03-11,17.45,16.23,-1.21,-6.95,5
BITO,2025-03-12,2025-03-14,16.23,16.57,0.34,2.11,2
BITO,2025-03-20,2025-03-21,16.45,16.41,-0.04,-0.27,1
BITO,2025-03-26,2025-03-27,16.91,17.02,0.11,0.62,1
BITO,2025-03-28,2025-03-31,16.38,16.09,-0.3,-1.82,3
BITO,2025-04-07,2025-04-09,15.23,16.07,0.84,5.53,2
BITO,2025-04-10,2025-04-11,15.5,16.36,0.86,5.55,1
BITO,2025-04-15,2025-04-16,16.38,16.44,0.05,0.33,1
BITO,2025-04-23,2025-04-24,18.22,18.26,0.04,0.25,1
BITO,2025-05-12,2025-05-13,19.75,20.36,0.62,3.12,1
BITO,2025-05-28,2025-06-02,20.72,20.19,-0.53,-2.56,5
BITO,2025-06-05,2025-06-06,19.69,20.16,0.47,2.4,1
BITO,2025-06-17,2025-06-18,20.21,20.03,-0.18,-0.91,1
BITO,2025-06-20,2025-06-23,19.92,19.91,-0.01,-0.05,3
DBA,2020-08-05,2021-03-31,12.96,15.49,2.52,19.46,238
DBA,2021-04-01,2021-04-26,15.46,16.99,1.53,9.88,25
DBA,2021-04-27,2021-05-05,16.99,17.3,0.31,1.83,8
DBA,2021-05-10,2021-05-13,17.35,16.94,-0.41,-2.37,3
DBA,2021-05-14,2021-06-30,16.79,17.03,0.25,1.47,47
DBA,2021-07-01,2022-01-24,16.89,18.39,1.51,8.93,207
DBA,2022-01-25,2022-02-09,18.47,19.36,0.9,4.85,15
DBA,2022-02-10,2022-02-22,19.23,19.56,0.33,1.71,12
DBA,2022-02-23,2022-02-24,19.57,19.46,-0.1,-0.51,1
DBA,2022-03-16,2022-03-17,19.54,19.77,0.23,1.17,1
DBA,2022-03-18,2022-03-21,19.78,20.2,0.42,2.13,3
DBA,2022-03-22,2022-03-29,20.23,19.89,-0.35,-1.72,7
DBA,2022-03-31,2022-04-08,20.0,20.43,0.43,2.15,8
DBA,2022-04-12,2022-04-13,20.76,20.74,-0.03,-0.13,1
DBA,2022-04-14,2022-04-18,20.63,20.88,0.25,1.2,4
DBA,2022-04-19,2022-04-20,20.68,20.71,0.03,0.13,1
DBA,2022-04-21,2022-04-25,20.67,20.25,-0.42,-2.03,4
DBA,2022-04-27,2022-05-09,20.31,19.5,-0.8,-3.96,12
DBA,2022-05-10,2022-05-11,19.64,19.99,0.36,1.82,1
DBA,2022-05-19,2022-06-13,20.47,19.89,-0.58,-2.81,25
DBA,2022-06-14,2022-06-21,19.84,19.71,-0.13,-0.65,7
DBA,2022-06-22,2022-06-23,19.47,18.89,-0.59,-3.0,1
DBA,2022-06-24,2022-07-01,18.95,18.27,-0.69,-3.62,7
DBA,2022-07-07,2022-08-04,18.29,18.34,0.05,0.25,28
DBA,2022-08-05,2022-09-26,18.26,18.22,-0.04,-0.2,52
DBA,2022-09-27,2023-06-02,18.26,19.18,0.93,5.07,248
DBA,2023-06-05,2023-11-28,19.16,20.16,1.0,5.23,176
DBA,2023-11-29,2024-01-30,20.29,20.82,0.53,2.63,62
DBA,2024-01-31,2024-03-11,20.78,21.85,1.07,5.13,40
DBA,2024-03-12,2024-03-15,22.1,22.66,0.57,2.57,3
DBA,2024-03-19,2024-03-20,22.63,22.86,0.23,1.02,1
DBA,2024-03-22,2024-03-25,23.13,23.67,0.54,2.33,3
DBA,2024-03-26,2024-03-27,23.56,23.7,0.14,0.61,1
DBA,2024-04-02,2024-04-05,23.79,24.09,0.31,1.29,3
DBA,2024-04-08,2024-04-10,23.9,24.27,0.37,1.53,2
DBA,2024-04-11,2024-04-18,24.21,24.91,0.7,2.9,7
DBA,2024-04-26,2024-04-29,25.02,24.11,-0.9,-3.61,3
DBA,2024-04-30,2024-05-01,23.67,22.9,-0.77,-3.25,1
DBA,2024-05-06,2024-05-07,22.85,23.54,0.69,3.03,1
DBA,2024-05-08,2024-05-13,23.47,22.55,-0.92,-3.93,5
DBA,2024-05-15,2024-05-20,22.92,22.81,-0.12,-0.5,5
DBA,2024-05-21,2024-05-23,23.07,23.66,0.6,2.58,2
DBA,2024-05-29,2024-06-05,24.46,24.23,-0.23,-0.94,7
DBA,2024-06-06,2024-06-12,24.53,24.74,0.21,0.86,6
DBA,2024-06-13,2024-06-14,24.83,24.6,-0.23,-0.93,1
DBA,2024-06-18,2024-06-20,24.3,23.85,-0.45,-1.86,2
DBA,2024-06-27,2024-07-01,22.71,22.69,-0.02,-0.08,4
DBA,2024-07-03,2024-07-09,23.09,23.4,0.32,1.37,6
DBA,2024-07-10,2024-07-11,23.12,23.53,0.41,1.79,1
DBA,2024-07-12,2024-07-22,23.42,23.32,-0.11,-0.45,10
DBA,2024-07-23,2024-08-05,23.32,22.62,-0.7,-3.01,13
DBA,2024-08-06,2024-08-09,22.79,23.26,0.47,2.07,3
DBA,2024-08-12,2024-08-19,23.04,23.33,0.29,1.25,7
DBA,2024-08-20,2024-08-22,23.5,23.52,0.02,0.08,2
DBA,2024-08-23,2024-08-26,23.71,23.99,0.28,1.18,3
DBA,2024-08-27,2024-09-11,24.04,24.04,0.0,0.0,15
DBA,2024-09-12,2024-09-13,23.97,24.2,0.23,0.96,1
DBA,2024-09-16,2024-09-17,24.34,24.47,0.12,0.51,1
DBA,2024-09-18,2024-09-25,24.63,25.29,0.65,2.65,7
DBA,2024-09-27,2024-10-10,25.51,24.75,-0.76,-2.98,13
DBA,2024-10-11,2024-10-15,24.94,24.97,0.03,0.12,4
DBA,2024-10-16,2024-10-17,24.72,24.66,-0.06,-0.23,1
DBA,2024-10-18,2024-10-30,24.4,24.53,0.12,0.51,12
DBA,2024-10-31,2024-11-06,24.5,24.16,-0.34,-1.37,6
DBA,2024-11-08,2024-11-18,24.47,25.06,0.59,2.39,10
DBA,2024-11-19,2024-11-20,25.19,25.32,0.13,0.53,1
DBA,2024-11-21,2024-11-26,25.28,25.72,0.44,1.75,5
DBA,2024-11-27,2024-12-09,25.83,26.29,0.45,1.75,12
DBA,2024-12-10,2024-12-19,26.5,26.26,-0.24,-0.91,9
DBA,2024-12-20,2024-12-31,26.52,26.59,0.07,0.28,11
DBA,2025-01-06,2025-01-08,26.43,26.36,-0.07,-0.26,2
DBA,2025-01-10,2025-01-13,26.45,26.75,0.3,1.13,3
DBA,2025-01-14,2025-01-22,26.66,27.22,0.56,2.1,8
DBA,2025-01-23,2025-01-28,27.26,27.56,0.3,1.1,5
DBA,2025-01-29,2025-01-31,27.92,27.6,-0.32,-1.15,2
DBA,2025-02-04,2025-02-05,27.73,27.87,0.14,0.5,1
DBA,2025-02-06,2025-02-10,27.68,27.89,0.21,0.76,4
DBA,2025-02-11,2025-02-13,27.89,28.19,0.3,1.08,2
DBA,2025-02-14,2025-02-18,28.17,28.38,0.21,0.75,4
DBA,2025-02-19,2025-02-24,28.22,27.03,-1.19,-4.22,5
DBA,2025-02-26,2025-03-04,27.12,26.19,-0.93,-3.43,6
DBA,2025-03-07,2025-04-01,26.5,26.93,0.43,1.62,25
DBA,2025-04-10,2025-04-11,25.76,26.31,0.55,2.14,1
DBA,2025-04-14,2025-04-16,26.28,26.52,0.24,0.91,2
DBA,2025-04-17,2025-04-22,26.65,26.98,0.33,1.24,5
DBA,2025-04-23,2025-04-28,26.97,27.29,0.32,1.19,5
DBA,2025-04-29,2025-05-13,26.98,27.38,0.4,1.48,14
DBA,2025-05-14,2025-05-15,27.23,27.4,0.17,0.62,1
DBA,2025-05-20,2025-05-21,27.65,27.68,0.03,0.11,1
DBA,2025-05-22,2025-06-03,27.4,26.7,-0.7,-2.55,12
DBA,2025-06-04,2025-06-05,26.9,27.26,0.36,1.34,1
DBA,2025-06-09,2025-06-16,27.39,27.17,-0.22,-0.8,7
DBA,2025-06-17,2025-06-27,26.89,26.33,-0.56,-2.08,10
DBA,2025-06-30,2025-07-02,26.15,25.87,-0.28,-1.07,2
DIA,2020-08-05,2021-02-04,248.62,286.68,38.07,15.31,183
DIA,2021-02-05,2021-02-24,287.48,295.42,7.94,2.76,19
DIA,2021-02-25,2021-03-10,290.29,298.93,8.64,2.98,13
DIA,2021-03-11,2021-03-12,300.78,303.54,2.76,0.92,1
DIA,2021-03-15,2021-03-25,305.18,302.19,-2.99,-0.98,10
DIA,2021-03-30,2021-04-01,306.48,307.07,0.58,0.19,2
DIA,2021-04-06,2021-04-09,309.77,313.01,3.23,1.04,3
DIA,2021-04-12,2021-04-15,312.72,315.4,2.68,0.86,3
DIA,2021-04-16,2021-04-21,316.82,316.3,-0.52,-0.16,5
DIA,2021-04-22,2021-05-06,313.35,320.2,6.85,2.19,14
DIA,2021-05-10,2021-05-13,322.26,315.51,-6.76,-2.1,3
DIA,2021-05-17,2021-05-19,318.47,314.57,-3.9,-1.23,2
DIA,2021-05-20,2021-06-21,316.5,315.07,-1.43,-0.45,32
DIA,2021-06-22,2021-06-24,315.69,318.04,2.35,0.75,2
DIA,2021-06-25,2021-06-30,320.34,320.81,0.47,0.15,5
DIA,2021-07-01,2021-07-08,322.12,320.28,-1.84,-0.57,7
DIA,2021-07-13,2021-07-15,324.57,325.45,0.87,0.27,2
DIA,2021-07-16,2021-07-20,322.66,321.12,-1.54,-0.48,4
DIA,2021-07-22,2021-07-26,324.08,327.01,2.93,0.9,4
DIA,2021-07-27,2021-08-03,326.27,326.71,0.44,0.13,7
DIA,2021-08-04,2021-08-05,323.82,326.26,2.44,0.75,1
DIA,2021-08-06,2021-08-10,327.64,328.23,0.6,0.18,4
DIA,2021-08-12,2021-08-16,330.56,331.81,1.25,0.38,4
DIA,2021-08-17,2021-08-19,329.26,325.21,-4.05,-1.23,2
DIA,2021-08-23,2021-08-27,329.48,330.52,1.04,0.32,4
DIA,2021-08-30,2021-09-15,330.07,325.16,-4.9,-1.49,16
DIA,2021-09-16,2021-09-23,324.57,324.68,0.11,0.03,7
DIA,2021-09-27,2021-10-06,325.66,321.46,-4.19,-1.29,9
DIA,2021-10-07,2021-10-14,324.74,326.14,1.4,0.43,7
DIA,2021-10-18,2021-10-20,329.4,332.7,3.3,1.0,2
DIA,2021-10-21,2021-10-28,332.63,333.89,1.25,0.38,7
DIA,2021-11-01,2021-11-02,335.6,336.94,1.35,0.4,1
DIA,2021-11-04,2021-11-23,337.67,335.21,-2.46,-0.73,19
DIA,2021-11-26,2021-12-02,326.79,324.53,-2.26,-0.69,6
DIA,2021-12-03,2021-12-06,324.18,330.35,6.16,1.9,3
DIA,2021-12-08,2021-12-15,335.19,336.89,1.7,0.51,7
DIA,2021-12-16,2021-12-21,336.54,332.92,-3.63,-1.08,5
DIA,2021-12-23,2021-12-27,337.09,340.43,3.34,0.99,4
DIA,2021-12-28,2021-12-29,341.43,342.23,0.8,0.23,1
DIA,2021-12-30,2022-01-03,341.51,343.02,1.51,0.44,4
DIA,2022-01-05,2022-01-11,341.53,340.07,-1.45,-0.43,6
DIA,2022-01-12,2022-01-14,340.46,336.88,-3.57,-1.05,2
DIA,2022-01-18,2022-01-24,331.92,322.74,-9.18,-2.77,6
DIA,2022-01-26,2022-01-28,320.54,325.84,5.3,1.65,2
DIA,2022-02-03,2022-02-08,329.47,332.82,3.34,1.01,5
DIA,2022-02-10,2022-02-15,330.95,328.76,-2.19,-0.66,5
DIA,2022-02-16,2022-02-24,328.24,312.45,-15.8,-4.81,8
DIA,2022-03-01,2022-03-02,313.22,318.71,5.49,1.75,1
DIA,2022-03-03,2022-03-04,317.89,316.33,-1.56,-0.49,1
DIA,2022-03-07,2022-03-10,308.81,312.23,3.42,1.11,3
DIA,2022-03-11,2022-03-15,310.27,316.07,5.8,1.87,4
DIA,2022-03-21,2022-03-22,325.49,328.03,2.54,0.78,1
DIA,2022-03-23,2022-03-24,323.58,327.02,3.44,1.06,1
DIA,2022-03-25,2022-04-04,328.41,329.07,0.66,0.2,10
DIA,2022-04-05,2022-04-13,326.34,325.79,-0.55,-0.17,8
DIA,2022-04-14,2022-04-19,324.53,329.08,4.55,1.4,5
DIA,2022-04-20,2022-04-25,331.35,321.01,-10.34,-3.12,5
DIA,2022-04-26,2022-05-04,313.37,321.04,7.67,2.45,8
DIA,2022-05-05,2022-05-23,311.28,301.25,-10.03,-3.22,18
DIA,2022-05-24,2022-05-26,301.77,308.44,6.67,2.21,2
DIA,2022-05-31,2022-06-02,311.99,314.41,2.43,0.78,2
DIA,2022-06-03,2022-06-07,311.18,313.85,2.66,0.86,4
DIA,2022-06-08,2022-06-24,311.21,298.33,-12.88,-4.14,16
DIA,2022-06-27,2022-07-19,297.71,301.38,3.68,1.24,22
DIA,2022-07-20,2022-07-29,301.98,311.38,9.4,3.11,9
DIA,2022-08-01,2022-08-05,310.79,310.73,-0.07,-0.02,4
DIA,2022-08-08,2022-08-12,311.15,320.07,8.92,2.87,4
DIA,2022-08-17,2022-08-25,322.31,316.24,-6.07,-1.88,8
DIA,2022-08-26,2022-09-07,306.54,300.28,-6.27,-2.04,12
DIA,2022-09-09,2022-09-19,305.92,295.19,-10.73,-3.51,10
DIA,2022-09-20,2022-10-04,292.21,288.52,-3.69,-1.26,14
DIA,2022-10-05,2022-10-13,288.19,286.07,-2.12,-0.74,8
DIA,2022-10-14,2022-10-21,282.51,296.07,13.56,4.8,7
DIA,2022-10-24,2022-10-25,300.04,303.31,3.28,1.09,1
DIA,2022-10-26,2022-10-28,303.21,312.92,9.71,3.2,2
DIA,2022-10-31,2022-11-07,311.82,312.77,0.95,0.31,7
DIA,2022-11-08,2022-11-10,315.9,321.19,5.29,1.67,2
DIA,2022-11-11,2022-11-17,321.69,320.08,-1.61,-0.5,6
DIA,2022-11-18,2022-11-22,321.95,325.37,3.43,1.06,4
DIA,2022-11-23,2022-11-25,326.32,327.81,1.5,0.46,2
DIA,2022-11-28,2022-11-30,323.01,330.32,7.31,2.26,2
DIA,2022-12-01,2022-12-02,328.66,328.98,0.32,0.1,1
DIA,2022-12-05,2022-12-12,324.48,325.05,0.56,0.17,7
DIA,2022-12-13,2022-12-21,326.18,319.07,-7.12,-2.18,8
DIA,2022-12-22,2022-12-23,315.87,317.47,1.6,0.51,1
DIA,2022-12-27,2023-01-06,317.89,321.63,3.74,1.18,10
DIA,2023-01-09,2023-01-10,320.68,322.54,1.86,0.58,1
DIA,2023-01-12,2023-01-13,327.1,328.1,0.99,0.3,1
DIA,2023-01-17,2023-01-20,324.38,319.4,-4.98,-1.54,3
DIA,2023-01-23,2023-01-25,321.8,322.9,1.1,0.34,2
DIA,2023-01-26,2023-01-31,324.85,326.26,1.41,0.43,5
DIA,2023-02-01,2023-02-07,326.3,326.92,0.62,0.19,6
DIA,2023-02-08,2023-02-10,324.91,324.25,-0.66,-0.2,2
DIA,2023-02-14,2023-02-15,326.55,327.05,0.5,0.15,1
DIA,2023-02-16,2023-02-17,322.96,324.36,1.39,0.43,1
DIA,2023-02-21,2023-03-02,317.61,316.83,-0.78,-0.24,9
DIA,2023-03-06,2023-03-15,320.9,306.38,-14.52,-4.52,9
DIA,2023-03-17,2023-03-20,306.19,309.85,3.65,1.19,3
DIA,2023-03-21,2023-03-24,313.04,309.87,-3.17,-1.01,3
DIA,2023-03-27,2023-03-31,311.78,319.77,7.99,2.56,4
DIA,2023-04-04,2023-04-10,321.04,322.98,1.94,0.6,6
DIA,2023-04-11,2023-04-13,323.88,327.22,3.34,1.03,2
DIA,2023-04-14,2023-04-27,325.75,325.31,-0.44,-0.13,13
DIA,2023-05-01,2023-05-05,327.39,323.9,-3.49,-1.07,4
DIA,2023-05-08,2023-05-18,323.41,323.25,-0.15,-0.05,10
DIA,2023-05-19,2023-05-26,322.15,318.92,-3.23,-1.0,7
DIA,2023-05-30,2023-06-02,318.61,325.89,7.28,2.28,3
DIA,2023-06-05,2023-06-08,324.02,326.6,2.58,0.8,3
DIA,2023-06-09,2023-06-12,327.05,328.88,1.83,0.56,3
DIA,2023-06-13,2023-06-15,330.28,332.35,2.07,0.63,2
DIA,2023-06-16,2023-06-27,331.34,327.75,-3.59,-1.08,11
DIA,2023-06-28,2023-06-29,327.17,329.61,2.44,0.75,1
DIA,2023-06-30,2023-07-10,332.21,328.08,-4.13,-1.24,10
DIA,2023-07-12,2023-07-18,332.0,337.75,5.75,1.73,6
DIA,2023-07-19,2023-07-24,338.82,342.34,3.53,1.04,5
DIA,2023-07-25,2023-07-26,342.59,343.48,0.9,0.26,1
DIA,2023-07-27,2023-07-31,341.09,343.79,2.71,0.79,4
DIA,2023-08-02,2023-08-07,341.06,342.88,1.82,0.53,5
DIA,2023-08-08,2023-08-11,341.33,341.31,-0.02,-0.01,3
DIA,2023-08-14,2023-08-18,341.51,334.18,-7.33,-2.15,4
DIA,2023-08-21,2023-08-23,333.75,333.9,0.15,0.05,2
DIA,2023-08-24,2023-08-29,330.22,337.57,7.35,2.23,5
DIA,2023-08-30,2023-09-07,338.33,334.74,-3.59,-1.06,8
DIA,2023-09-08,2023-09-25,335.53,330.08,-5.45,-1.63,17
DIA,2023-09-26,2023-10-09,326.25,326.3,0.05,0.01,13
DIA,2023-10-10,2023-10-30,327.62,319.82,-7.8,-2.38,20
DIA,2023-10-31,2023-11-01,321.03,323.17,2.14,0.67,1
DIA,2023-11-03,2023-11-10,330.87,333.21,2.33,0.7,7
DIA,2023-11-13,2023-11-15,333.75,340.26,6.51,1.95,2
DIA,2023-11-16,2023-11-20,340.02,342.16,2.15,0.63,4
DIA,2023-11-21,2023-11-22,341.48,343.18,1.69,0.5,1
DIA,2023-11-27,2023-11-30,343.92,350.42,6.5,1.89,3
DIA,2023-12-06,2023-12-08,351.61,353.45,1.85,0.53,2
DIA,2023-12-18,2023-12-19,363.86,366.32,2.46,0.68,1
DIA,2023-12-20,2023-12-21,361.74,364.74,3.0,0.83,1
DIA,2023-12-22,2023-12-26,364.66,366.18,1.51,0.41,4
DIA,2023-12-29,2024-01-02,367.66,367.87,0.21,0.06,4
DIA,2024-01-03,2024-01-08,365.06,367.63,2.57,0.7,5
DIA,2024-01-11,2024-01-17,367.95,363.61,-4.34,-1.18,6
DIA,2024-01-23,2024-01-25,369.99,371.39,1.41,0.38,2
DIA,2024-01-31,2024-02-01,372.26,375.9,3.64,0.98,1
DIA,2024-02-05,2024-02-06,374.42,375.88,1.46,0.39,1
DIA,2024-02-08,2024-02-12,378.1,378.84,0.74,0.2,4
DIA,2024-02-13,2024-02-14,373.68,375.11,1.43,0.38,1
DIA,2024-02-16,2024-02-20,377.56,377.07,-0.49,-0.13,4
DIA,2024-02-23,2024-02-28,382.54,380.89,-1.64,-0.43,5
DIA,2024-02-29,2024-03-01,381.24,382.57,1.33,0.35,1
DIA,2024-03-05,2024-03-11,377.56,379.74,2.18,0.58,6
DIA,2024-03-13,2024-03-19,382.48,383.08,0.6,0.16,6
DIA,2024-03-22,2024-03-27,386.64,389.61,2.97,0.77,5
DIA,2024-04-01,2024-04-02,387.42,383.8,-3.63,-0.94,1
DIA,2024-04-03,2024-04-05,383.43,381.08,-2.35,-0.61,2
DIA,2024-04-09,2024-04-19,381.06,372.4,-8.66,-2.27,10
DIA,2024-04-22,2024-04-23,374.92,377.52,2.6,0.69,1
DIA,2024-04-24,2024-04-25,376.95,373.5,-3.45,-0.92,1
DIA,2024-04-30,2024-05-06,370.76,380.88,10.12,2.73,6
DIA,2024-05-07,2024-05-08,381.16,382.87,1.71,0.45,1
DIA,2024-05-13,2024-05-14,386.77,387.87,1.1,0.28,1
DIA,2024-05-16,2024-05-17,391.43,392.74,1.31,0.33,1
DIA,2024-05-20,2024-05-21,390.92,391.59,0.67,0.17,1
DIA,2024-05-22,2024-05-30,389.51,374.6,-14.91,-3.83,8
DIA,2024-06-03,2024-06-04,379.28,380.52,1.25,0.33,1
DIA,2024-06-05,2024-06-10,381.53,382.27,0.75,0.2,5
DIA,2024-06-11,2024-06-14,380.98,379.49,-1.48,-0.39,3
DIA,2024-06-18,2024-06-20,382.13,385.0,2.88,0.75,2
DIA,2024-06-21,2024-06-24,385.14,387.74,2.6,0.67,3
DIA,2024-06-25,2024-06-26,384.83,385.05,0.22,0.06,1
DIA,2024-06-28,2024-07-02,384.94,387.06,2.13,0.55,4
DIA,2024-07-03,2024-07-05,386.61,387.47,0.86,0.22,2
DIA,2024-07-08,2024-07-10,387.23,390.97,3.74,0.97,2
DIA,2024-07-18,2024-07-22,400.28,397.94,-2.34,-0.58,4
DIA,2024-07-23,2024-07-26,397.29,399.73,2.44,0.61,3
DIA,2024-07-29,2024-07-30,399.28,401.15,1.87,0.47,1
DIA,2024-07-31,2024-08-08,402.21,388.46,-13.76,-3.42,8
DIA,2024-08-09,2024-08-13,389.08,391.68,2.6,0.67,4
DIA,2024-08-21,2024-08-23,403.03,405.83,2.8,0.69,2
DIA,2024-08-26,2024-08-27,406.71,406.88,0.17,0.04,1
DIA,2024-08-28,2024-08-30,405.35,410.15,4.8,1.18,2
DIA,2024-09-03,2024-09-09,404.27,403.09,-1.18,-0.29,6
DIA,2024-09-10,2024-09-12,402.31,405.97,3.66,0.91,2
DIA,2024-09-17,2024-09-20,411.18,415.67,4.49,1.09,3
DIA,2024-09-25,2024-09-26,414.24,416.71,2.47,0.6,1
DIA,2024-09-27,2024-09-30,418.03,418.19,0.17,0.04,3
DIA,2024-10-01,2024-10-02,416.59,417.0,0.41,0.1,1
DIA,2024-10-03,2024-10-04,415.09,418.48,3.39,0.82,1
DIA,2024-10-07,2024-10-08,414.73,415.9,1.18,0.28,1
DIA,2024-10-15,2024-10-16,422.56,425.71,3.14,0.74,1
DIA,2024-10-21,2024-10-22,424.52,424.46,-0.06,-0.01,1
DIA,2024-10-23,2024-10-28,420.36,419.28,-1.08,-0.26,5
DIA,2024-10-29,2024-11-05,417.73,417.53,-0.2,-0.05,7
DIA,2024-11-12,2024-11-18,434.42,429.54,-4.88,-1.12,6
DIA,2024-11-27,2024-11-29,442.95,445.27,2.32,0.52,2
DIA,2024-12-02,2024-12-04,443.94,446.12,2.18,0.49,2
DIA,2024-12-05,2024-12-17,443.87,430.91,-12.96,-2.92,12
DIA,2024-12-18,2024-12-20,419.68,425.18,5.5,1.31,2
DIA,2024-12-27,2025-01-03,426.63,423.81,-2.82,-0.66,7
DIA,2025-01-06,2025-01-08,423.78,422.79,-0.99,-0.23,2
DIA,2025-01-10,2025-01-13,416.04,419.64,3.6,0.87,3
DIA,2025-01-29,2025-01-30,443.84,445.47,1.63,0.37,1
DIA,2025-01-31,2025-02-03,442.06,440.95,-1.11,-0.25,3
DIA,2025-02-06,2025-02-11,444.02,442.78,-1.24,-0.28,5
DIA,2025-02-14,2025-02-18,442.46,442.59,0.13,0.03,4
DIA,2025-02-20,2025-02-28,439.09,435.75,-3.34,-0.76,8
DIA,2025-03-03,2025-03-05,429.5,427.89,-1.61,-0.37,2
DIA,2025-03-06,2025-03-07,423.35,425.7,2.35,0.55,1
DIA,2025-03-10,2025-03-14,416.98,412.87,-4.11,-0.98,4
DIA,2025-03-18,2025-03-19,414.04,417.9,3.87,0.93,1
DIA,2025-03-20,2025-03-21,417.6,417.9,0.3,0.07,1
DIA,2025-03-26,2025-03-31,422.5,418.16,-4.33,-1.03,5
DIA,2025-04-01,2025-04-02,417.87,420.3,2.43,0.58,1
DIA,2025-04-03,2025-04-09,403.56,404.42,0.86,0.21,6
DIA,2025-04-10,2025-04-11,394.06,400.27,6.2,1.57,1
DIA,2025-04-14,2025-04-22,403.76,390.46,-13.3,-3.29,8
DIA,2025-04-23,2025-04-24,394.49,399.54,5.05,1.28,1
DIA,2025-04-28,2025-04-29,400.82,403.75,2.93,0.73,1
DIA,2025-04-30,2025-05-02,404.88,411.56,6.68,1.65,2
DIA,2025-05-06,2025-05-12,406.77,422.71,15.93,3.92,6
DIA,2025-05-13,2025-05-15,420.0,421.96,1.96,0.47,2
