date,ticker,close,predicted_close,signal
2021-01-29,AAPL,128.7272186279297,128.67038021873805,SELL
2021-02-01,AAPL,130.85382080078125,130.75289983214105,SELL
2021-02-02,AAPL,131.68299865722656,132.0612810792825,BUY
2021-02-03,AAPL,130.65869140625,130.96107358737805,BUY
2021-02-04,AAPL,134.02420043945312,133.96503789233284,SELL
2021-02-05,AAPL,133.60899353027344,133.8184854893122,BUY
2021-02-08,AAPL,133.7555389404297,133.87051627932178,BUY
2021-02-09,AAPL,132.8762664794922,133.407749061419,BUY
2021-02-10,AAPL,132.27053833007812,132.54411127687388,BUY
2021-02-11,AAPL,132.01654052734375,132.23513347081231,BUY
2021-02-12,AAPL,132.2510223388672,132.50044182720882,BUY
2021-02-16,AAPL,130.1212615966797,130.51537863361065,BUY
2021-02-17,AAPL,127.82535552978516,128.04003471950566,BUY
2021-02-18,AAPL,126.72142028808594,126.72590958645084,BUY
2021-02-19,AAPL,126.8777313232422,127.1114367303234,BUY
2021-02-22,AAPL,123.09691619873048,123.6346889389668,BUY
2021-02-23,AAPL,122.96012115478516,122.08505666790352,SELL
2021-02-24,AAPL,122.46187591552734,122.26069946040424,SELL
2021-02-25,AAPL,118.20233154296876,118.66125091752824,BUY
2021-02-26,AAPL,118.46612548828124,119.0075850244634,BUY
2021-03-01,AAPL,124.84564208984376,124.72905673892924,SELL
2021-03-02,AAPL,122.23717498779295,122.64907378455987,BUY
2021-03-03,AAPL,119.24768829345705,119.70524178763844,BUY
2021-03-04,AAPL,117.36213684082033,117.52585280742085,BUY
2021-03-05,AAPL,118.62242889404295,118.2298526916382,SELL
2021-03-08,AAPL,113.67900848388672,113.96307369794718,BUY
2021-03-09,AAPL,118.30001831054688,118.57072236557713,BUY
2021-03-10,AAPL,117.21561431884766,117.55411748405352,BUY
2021-03-11,AAPL,119.14997863769533,119.48646345342289,BUY
2021-03-12,AAPL,118.2414093017578,118.39247029553958,BUY
2021-03-15,AAPL,121.1332015991211,121.1662704594694,BUY
2021-03-16,AAPL,122.67681884765624,123.05277967252358,BUY
2021-03-17,AAPL,121.88548278808594,121.995258117031,BUY
2021-03-18,AAPL,117.7529296875,118.1072725821072,BUY
2021-03-19,AAPL,117.22535705566406,117.54873722366534,BUY
2021-03-22,AAPL,120.54705047607422,120.75304609861789,BUY
2021-03-23,AAPL,119.71661376953124,120.16709497495468,BUY
2021-03-24,AAPL,117.32305908203124,117.77602611682396,BUY
2021-03-25,AAPL,117.81153869628906,118.18481969045752,BUY
2021-03-26,AAPL,118.41725158691406,118.51791965928793,BUY
2021-03-29,AAPL,118.59310150146484,119.03466724482496,BUY
2021-03-30,AAPL,117.137451171875,117.40391796707527,BUY
2021-03-31,AAPL,119.33560180664062,119.73560408246884,BUY
2021-04-01,AAPL,120.16600799560548,120.58874580928584,BUY
2021-04-05,AAPL,122.99921417236328,123.14195947497768,BUY
2021-04-06,AAPL,123.30206298828124,123.69829514575238,BUY
2021-04-07,AAPL,124.95313262939452,125.0844423214857,BUY
2021-04-08,AAPL,127.35643005371094,127.55640263928474,BUY
2021-04-09,AAPL,129.93560791015625,129.98350840258124,BUY
2021-04-12,AAPL,128.21612548828125,128.51252711309002,BUY
2021-04-13,AAPL,131.3326873779297,131.48268747197872,BUY
2021-04-14,AAPL,128.98800659179688,129.31444815693823,BUY
2021-04-15,AAPL,131.40106201171875,131.74375283845956,BUY
2021-04-16,AAPL,131.0688934326172,131.3103081832913,BUY
2021-04-19,AAPL,131.73321533203125,132.04100872514823,BUY
2021-04-20,AAPL,130.04310607910156,130.21490262283476,BUY
2021-04-21,AAPL,130.42408752441406,130.5850292884236,BUY
2021-04-22,AAPL,128.9000244140625,129.33914248840003,BUY
2021-04-23,AAPL,131.22523498535156,131.58353132217087,BUY
2021-04-26,AAPL,131.61599731445312,131.82610796363284,BUY
2021-04-27,AAPL,131.2935791015625,131.71273794047443,BUY
2021-04-28,AAPL,130.5022430419922,130.81609984339494,BUY
2021-04-29,AAPL,130.404541015625,130.50076725571228,BUY
2021-04-30,AAPL,128.4311065673828,128.92390874598485,BUY
2021-05-03,AAPL,129.4862060546875,130.03158190743,BUY
2021-05-04,AAPL,124.9042739868164,124.99964998570718,BUY
2021-05-05,AAPL,125.14852142333984,125.7083510580497,BUY
2021-05-06,AAPL,126.75071716308594,126.88565496640452,BUY
2021-05-07,AAPL,127.42594909667967,127.74151724288376,BUY
2021-05-10,AAPL,124.13782501220705,124.55960496612713,BUY
2021-05-11,AAPL,123.21791076660156,123.2637129308749,BUY
2021-05-12,AAPL,120.14505767822266,120.57159774772634,BUY
2021-05-13,AAPL,122.29800415039062,122.7317829714344,BUY
2021-05-14,AAPL,124.72496795654295,125.03536634426897,BUY
2021-05-17,AAPL,123.5702133178711,123.79920985900368,BUY
2021-05-18,AAPL,122.18058013916016,122.70852663928233,BUY
2021-05-19,AAPL,122.02400207519533,122.28804152848964,BUY
2021-05-20,AAPL,124.58796691894533,124.90662539059214,BUY
2021-05-21,AAPL,122.74818420410156,123.17012796748216,BUY
2021-05-24,AAPL,124.38247680664062,124.87611510806708,BUY
2021-05-25,AAPL,124.18675231933594,124.58275098522476,BUY
2021-05-26,AAPL,124.13782501220705,124.58809869002776,BUY
2021-05-27,AAPL,122.60138702392578,123.12518995008604,BUY
2021-05-28,AAPL,121.94570922851562,122.42000073960132,BUY
2021-06-01,AAPL,121.62276458740234,122.05684870074192,BUY
2021-06-02,AAPL,122.3860855102539,122.79134522885892,BUY
2021-06-03,AAPL,120.89859771728516,121.28775005190808,BUY
2021-06-04,AAPL,123.19833374023438,123.50650015919294,BUY
2021-06-07,AAPL,123.20811462402344,123.4568561196974,BUY
2021-06-08,AAPL,124.0301742553711,124.61957875107304,BUY
2021-06-09,AAPL,124.4118194580078,124.83962504939431,BUY
2021-06-10,AAPL,123.41365051269533,123.99536170523795,BUY
2021-06-11,AAPL,124.62712097167967,124.98076458850548,BUY
2021-06-14,AAPL,127.69021606445312,127.7279803410022,BUY
2021-06-15,AAPL,126.86815643310548,127.35943319199684,BUY
2021-06-16,AAPL,127.36724090576172,127.46900589260152,BUY
2021-06-17,AAPL,128.97216796875,129.26847011110203,BUY
2021-06-18,AAPL,127.67062377929688,128.0606108410544,BUY
2021-06-21,AAPL,129.4713134765625,129.527014824435,BUY
2021-06-22,AAPL,131.1153564453125,131.29998808140766,BUY
2021-06-23,AAPL,130.84136962890625,131.25734894608033,BUY
2021-06-24,AAPL,130.55752563476562,130.90617718401074,BUY
2021-06-25,AAPL,130.2639617919922,130.6736344057838,BUY
2021-06-28,AAPL,131.8982696533203,132.28712679408986,BUY
2021-06-29,AAPL,133.4151153564453,133.65644192501588,BUY
2021-06-30,AAPL,134.03164672851562,134.39238871784625,BUY
2021-07-01,AAPL,134.33502197265625,134.56559610822129,BUY
2021-07-02,AAPL,136.96751403808594,137.16194443716472,BUY
2021-07-06,AAPL,138.9834747314453,139.28532858731825,BUY
2021-07-07,AAPL,141.4789581298828,141.54090128691874,BUY
2021-07-08,AAPL,140.17738342285156,140.2711019813635,BUY
2021-07-09,AAPL,142.00743103027344,142.18429136935498,BUY
2021-07-12,AAPL,141.4104461669922,141.67438322846596,BUY
2021-07-13,AAPL,142.52601623535156,142.87156393139085,BUY
2021-07-14,AAPL,145.9609832763672,146.04677438185206,BUY
2021-07-15,AAPL,145.30531311035156,145.37652809853267,BUY
2021-07-16,AAPL,143.25999450683594,143.6438675882097,BUY
2021-07-19,AAPL,139.40426635742188,139.52891474545874,BUY
2021-07-20,AAPL,143.025146484375,143.16508765861636,BUY
2021-07-21,AAPL,142.29115295410156,142.5578488963228,BUY
2021-07-22,AAPL,143.6612548828125,144.1040329904952,BUY
2021-07-23,AAPL,145.3836212158203,145.54319231017936,BUY
2021-07-26,AAPL,145.804443359375,146.08867076232326,BUY
2021-07-27,AAPL,143.63192749023438,143.66703409810398,BUY
2021-07-28,AAPL,141.88015747070312,141.92194527289567,BUY
2021-07-29,AAPL,142.52601623535156,142.95648222115753,BUY
2021-07-30,AAPL,142.74136352539062,143.00445639068704,BUY
2021-08-02,AAPL,142.4086151123047,142.81181443546902,BUY
2021-08-03,AAPL,144.20925903320312,144.43411016254078,BUY
2021-08-04,AAPL,143.8080596923828,144.1268003343443,BUY
2021-08-05,AAPL,143.9157257080078,144.26253889939852,BUY
2021-08-06,AAPL,143.22962951660156,143.6233331251558,BUY
2021-08-09,AAPL,143.1806640625,143.53770228662694,BUY
2021-08-10,AAPL,142.70042419433594,143.1790214679672,BUY
2021-08-11,AAPL,142.9552001953125,143.38810755296706,BUY
2021-08-12,AAPL,145.92489624023438,146.02843437112114,BUY
2021-08-13,AAPL,146.1306915283203,146.38638241694494,BUY
2021-08-16,AAPL,148.11048889160156,147.76980236690653,SELL
2021-08-17,AAPL,147.19898986816406,147.45197185336755,BUY
2021-08-18,AAPL,143.44528198242188,143.86339486582304,BUY
2021-08-19,AAPL,143.77850341796875,144.04911729718685,BUY
2021-08-20,AAPL,145.23883056640625,145.46026785178069,BUY
2021-08-23,AAPL,146.72853088378906,146.9753781294402,BUY
2021-08-24,AAPL,146.64035034179688,147.13119590625212,BUY
2021-08-25,AAPL,145.40545654296875,145.73943439842003,BUY
2021-08-26,AAPL,144.6017608642578,145.1062173295755,BUY
2021-08-27,AAPL,145.6406707763672,145.8279856976598,BUY
2021-08-30,AAPL,150.0706329345703,150.03623456540635,SELL
2021-08-31,AAPL,148.80633544921875,148.99465703190384,BUY
2021-09-01,AAPL,149.47280883789062,150.03720830115122,BUY
2021-09-02,AAPL,150.590087890625,150.76625345288173,BUY
2021-09-03,AAPL,151.22715759277344,151.43999275437787,BUY
2021-09-07,AAPL,153.56956481933594,153.6837210482393,BUY
2021-09-08,AAPL,152.02101135253906,152.10420632209323,BUY
2021-09-09,AAPL,151.00173950195312,151.41610395217003,BUY
2021-09-10,AAPL,146.0032958984375,146.2091282069715,BUY
2021-09-13,AAPL,146.5717315673828,146.77358813737928,BUY
2021-09-14,AAPL,145.1702117919922,145.27820670526015,BUY
2021-09-15,AAPL,146.06207275390625,145.94418003556032,SELL
2021-09-16,AAPL,145.82684326171875,145.91940040016686,BUY
2021-09-17,AAPL,143.15122985839844,143.29657116862185,BUY
2021-09-20,AAPL,140.09336853027344,140.1316815961745,BUY
2021-09-21,AAPL,140.57363891601562,140.88410549856656,BUY
2021-09-22,AAPL,142.9454345703125,143.11631116204512,BUY
2021-09-23,AAPL,143.9059295654297,144.0797669953094,BUY
2021-09-24,AAPL,143.9940948486328,144.35570161937142,BUY
2021-09-27,AAPL,142.47500610351562,142.57016805351537,BUY
2021-09-28,AAPL,139.08389282226562,139.52805705005804,BUY
2021-09-29,AAPL,139.9855499267578,140.45587009009185,BUY
2021-09-30,AAPL,138.68206787109375,139.07463884981098,BUY
2021-10-01,AAPL,139.8091278076172,139.53389886082513,SELL
2021-10-04,AAPL,136.36904907226562,136.58274735821186,BUY
2021-10-05,AAPL,138.29983520507812,138.67286583714548,BUY
2021-10-06,AAPL,139.17210388183594,139.13930449395704,SELL
2021-10-07,AAPL,140.43637084960938,140.86637042791503,BUY
2021-10-08,AAPL,140.0541534423828,140.4044749391176,BUY
2021-10-11,AAPL,139.96597290039062,140.5034896232538,BUY
2021-10-12,AAPL,138.69186401367188,138.97104843413317,BUY
2021-10-13,AAPL,138.1038055419922,138.13039475876158,BUY
2021-10-14,AAPL,140.89703369140625,141.0426927544576,BUY
2021-10-15,AAPL,141.95553588867188,142.19727725896854,BUY
2021-10-18,AAPL,143.63150024414062,143.7167647750246,BUY
2021-10-19,AAPL,145.79747009277344,145.96528208237063,BUY
2021-10-20,AAPL,146.28750610351562,146.56368841427528,BUY
2021-10-21,AAPL,146.5031280517578,146.6429027843322,BUY
2021-10-22,AAPL,145.72885131835938,146.15698444821197,BUY
2021-10-25,AAPL,145.67990112304688,145.95638956629077,BUY
2021-10-26,AAPL,146.34634399414062,146.8541317330131,BUY
2021-10-27,AAPL,145.8856658935547,146.23653679434986,BUY
2021-10-28,AAPL,149.53158569335938,149.65402857132895,BUY
2021-10-29,AAPL,146.81678771972656,146.6877938177479,SELL
2021-11-01,AAPL,145.9934844970703,146.17949538350032,BUY
2021-11-02,AAPL,147.03237915039062,147.4945949996901,BUY
2021-11-03,AAPL,148.47312927246094,148.71509728044543,BUY
2021-11-04,AAPL,147.9536590576172,148.36165895028972,BUY
2021-11-05,AAPL,148.4836883544922,148.61583421142183,BUY
2021-11-08,AAPL,147.65919494628906,147.99335077873545,BUY
2021-11-09,AAPL,148.0223388671875,148.3982331309306,BUY
2021-11-10,AAPL,145.185791015625,145.54991205285796,BUY
2021-11-11,AAPL,145.13668823242188,145.5853252821336,BUY
2021-11-12,AAPL,147.21749877929688,147.32510867049578,BUY
2021-11-15,AAPL,147.22732543945312,147.6862528058435,BUY
2021-11-16,AAPL,148.2088623046875,148.43731039827395,BUY
2021-11-17,AAPL,150.65281677246094,150.96704076009465,BUY
2021-11-18,AAPL,154.95187377929688,154.77356534355258,SELL
2021-11-19,AAPL,157.58233642578125,157.3847978405579,SELL
2021-11-22,AAPL,158.0436248779297,158.7725248220334,BUY
2021-11-23,AAPL,158.4264373779297,158.24633183993106,SELL
2021-11-24,AAPL,158.94664001464844,158.94080140420422,SELL
2021-11-26,AAPL,153.91148376464844,154.2421854036658,BUY
2021-11-29,AAPL,157.27806091308594,157.46551522971944,BUY
2021-11-30,AAPL,162.24452209472656,161.8938019418789,SELL
2021-12-01,AAPL,161.72433471679688,162.14067736786444,BUY
2021-12-02,AAPL,160.73300170898438,160.36515041503995,SELL
2021-12-03,AAPL,158.84848022460938,158.7131482332391,SELL
2021-12-06,AAPL,162.26417541503906,162.71613193722968,BUY
2021-12-07,AAPL,168.01585388183594,167.87439768488264,SELL
2021-12-08,AAPL,171.84373474121094,171.56974300328653,SELL
2021-12-09,AAPL,171.33334350585938,171.5724629057295,BUY
2021-12-10,AAPL,176.13294982910156,175.84037411086445,SELL
2021-12-13,AAPL,172.49154663085938,172.6152065818242,BUY
2021-12-14,AAPL,171.1076202392578,171.06925398587816,SELL
2021-12-15,AAPL,175.98574829101562,175.2002514915996,SELL
2021-12-16,AAPL,169.07583618164062,169.10202788310986,BUY
2021-12-17,AAPL,167.97657775878906,168.07408407452996,BUY
2021-12-20,AAPL,166.61227416992188,166.5989951295735,SELL
2021-12-21,AAPL,169.79237365722656,169.3931382603437,SELL
2021-12-22,AAPL,172.39337158203125,172.2171552397691,SELL
2021-12-23,AAPL,173.0215606689453,173.15658922634933,BUY
2021-12-27,AAPL,176.99668884277344,176.9584177214955,SELL
2021-12-28,AAPL,175.9759063720703,176.15358655062516,BUY
2021-12-29,AAPL,176.0642547607422,176.20090971913214,BUY
2021-12-30,AAPL,174.90609741210938,175.2646102345624,BUY
2021-12-31,AAPL,174.28770446777344,174.5970797349619,BUY
2022-01-03,AAPL,178.64566040039062,178.55451953826443,SELL
2022-01-04,AAPL,176.37835693359375,176.42852765423564,BUY
2022-01-05,AAPL,171.6866912841797,171.8851716587234,BUY
2022-01-06,AAPL,168.8206787109375,169.27479531187433,BUY
2022-01-07,AAPL,168.98751831054688,169.1142359015968,BUY
2022-01-10,AAPL,169.0071563720703,168.78575157388212,SELL
2022-01-11,AAPL,171.84373474121094,171.56273329681466,SELL
2022-01-12,AAPL,172.28543090820312,172.48479981965886,BUY
2022-01-13,AAPL,169.0071563720703,169.25317103120528,BUY
2022-01-14,AAPL,169.87091064453125,169.9938755735667,BUY
2022-01-18,AAPL,166.66134643554688,166.91549564615275,BUY
2022-01-19,AAPL,163.1573486328125,163.46401316239204,BUY
2022-01-20,AAPL,161.46913146972656,162.0107649056616,BUY
2022-01-21,AAPL,159.407958984375,159.80094777080288,BUY
2022-01-24,AAPL,158.63255310058594,157.57919979380074,SELL
2022-01-25,AAPL,156.82656860351562,156.9679835116644,BUY
2022-01-26,AAPL,156.7382354736328,156.69649829144686,SELL
2022-01-27,AAPL,156.2769012451172,156.45585845946488,BUY
2022-01-28,AAPL,167.1815643310547,166.23436317660057,SELL
2022-01-31,AAPL,171.5492706298828,171.23501461188357,SELL
2022-02-01,AAPL,171.3824462890625,171.192666183817,SELL
2022-02-02,AAPL,172.58969116210938,172.3947239729116,SELL
2022-02-03,AAPL,169.70404052734375,169.97418318976028,BUY
2022-02-04,AAPL,169.41905212402344,169.5990182974208,BUY
2022-02-07,AAPL,168.70164489746094,168.92219750356165,BUY
2022-02-08,AAPL,171.8170166015625,171.82026347766873,BUY
2022-02-09,AAPL,173.24200439453125,173.23683029306665,SELL
2022-02-10,AAPL,169.1536865234375,169.4074804514409,BUY
2022-02-11,AAPL,165.73367309570312,165.90594580826962,BUY
2022-02-14,AAPL,165.96954345703125,165.99661329629748,BUY
2022-02-15,AAPL,169.81214904785156,169.80240865751327,SELL
2022-02-16,AAPL,169.57627868652344,169.51736847762203,SELL
2022-02-17,AAPL,165.96954345703125,166.26210261597026,BUY
2022-02-18,AAPL,164.41676330566406,164.52097633478846,BUY
2022-02-22,AAPL,161.48812866210938,161.50024877038234,BUY
2022-02-23,AAPL,157.31138610839844,157.6003422614411,BUY
2022-02-24,AAPL,159.93536376953125,159.25702646303938,SELL
2022-02-25,AAPL,162.00897216796875,161.57492494299103,SELL
2022-02-28,AAPL,162.27435302734375,162.23912314184588,SELL
2022-03-01,AAPL,160.3874053955078,160.64968609724087,BUY
2022-03-02,AAPL,163.68951416015625,163.5913006112763,SELL
2022-03-03,AAPL,163.36520385742188,163.53406554606218,BUY
2022-03-04,AAPL,160.35791015625,160.52737905806418,BUY
2022-03-07,AAPL,156.55462646484375,156.98377791787914,BUY
2022-03-08,AAPL,154.72669982910156,155.1227999678384,BUY
2022-03-09,AAPL,160.1417236328125,159.89806554850912,SELL
2022-03-10,AAPL,155.7880859375,155.50310490800038,SELL
2022-03-11,AAPL,152.0634002685547,152.32927998498147,BUY
2022-03-14,AAPL,148.02423095703125,148.5309905374471,BUY
2022-03-15,AAPL,152.41717529296875,152.35034376530422,SELL
2022-03-16,AAPL,156.8396453857422,156.40384445425897,SELL
2022-03-17,AAPL,157.85189819335938,157.83524201339327,SELL
2022-03-18,AAPL,161.15399169921875,160.9641244814908,SELL
2022-03-21,AAPL,162.52987670898438,162.62757094443862,BUY
2022-03-22,AAPL,165.91055297851562,165.86366644569932,SELL
2022-03-23,AAPL,167.27662658691406,167.5679822958236,BUY
2022-03-24,AAPL,171.07009887695312,170.86555879968333,SELL
2022-03-25,AAPL,171.70887756347656,171.6798108223204,SELL
2022-03-28,AAPL,172.57374572753906,172.47988073102184,SELL
2022-03-29,AAPL,175.8758087158203,175.7638211321383,SELL
2022-03-30,AAPL,174.70635986328125,174.77526446800428,BUY
2022-03-31,AAPL,171.60081481933594,171.72444204276556,BUY
2022-04-01,AAPL,171.3059539794922,171.1276343574089,SELL
2022-04-04,AAPL,175.3647918701172,175.26237631909572,SELL
2022-04-05,AAPL,172.04302978515625,172.23941883606747,BUY
2022-04-06,AAPL,168.86871337890625,168.87836389375735,BUY
2022-04-07,AAPL,169.17337036132812,169.21638958080177,BUY
2022-04-08,AAPL,167.15869140625,167.1973865612533,BUY
2022-04-11,AAPL,162.8934783935547,163.15168281136627,BUY
2022-04-12,AAPL,164.77053833007812,165.0470605627472,BUY
2022-04-13,AAPL,167.4633331298828,167.45861478071845,SELL
2022-04-14,AAPL,162.44139099121094,162.76241496808413,BUY
2022-04-18,AAPL,162.22520446777344,162.55366803609917,BUY
2022-04-19,AAPL,164.51502990722656,164.44212117973058,SELL
2022-04-20,AAPL,164.34796142578125,164.39175411614207,BUY
2022-04-21,AAPL,163.55189514160156,164.04694685884124,BUY
2022-04-22,AAPL,159.00167846679688,159.41195512583943,BUY
2022-04-25,AAPL,160.07293701171875,159.65543367752952,SELL
2022-04-26,AAPL,154.0977020263672,154.35987915183298,BUY
2022-04-27,AAPL,153.87168884277344,154.433524970427,BUY
2022-04-28,AAPL,160.81982421875,160.69742599261875,SELL
