date,ticker,action,price,quantity,entry_price,exit_price,signal,profit,stop_loss,take_profit
2022-02-08,AMZN,SELL,161.4134979248047,873,157.9355010986328,161.4134979248047,SELL,3036.291229248047,150.03872604370116,165.83227615356446
2022-02-09,AMZN,BUY,161.1894989013672,874,161.1894989013672,,BUY,,153.13002395629883,169.24897384643555
2022-02-15,AMZN,SELL,156.510498046875,874,161.1894989013672,156.510498046875,SELL,-4089.446746826172,153.13002395629883,169.24897384643555
2022-02-17,AMZN,BUY,154.65249633789062,885,154.65249633789062,,BUY,,146.91987152099608,162.38512115478517
2022-02-18,AMZN,SELL,152.60150146484375,885,154.65249633789062,152.60150146484375,SELL,-1815.1304626464844,146.91987152099608,162.38512115478517
2022-02-22,AMZN,BUY,150.19749450683594,899,150.19749450683594,,BUY,,142.68761978149413,157.70736923217774
2022-02-24,AMZN,SELL,151.35800170898438,899,150.19749450683594,151.35800170898438,SELL,1043.2959747314453,142.68761978149413,157.70736923217774
2022-03-01,AMZN,BUY,151.14199829101562,900,151.14199829101562,,BUY,,143.58489837646485,158.6990982055664
2022-03-02,AMZN,SELL,152.05250549316406,900,151.14199829101562,152.05250549316406,SELL,819.4564819335938,143.58489837646485,158.6990982055664
2022-03-03,AMZN,BUY,147.89849853515625,926,147.89849853515625,,BUY,,140.50357360839843,155.29342346191407
2022-03-04,AMZN,SELL,145.64100646972656,926,147.89849853515625,145.64100646972656,SELL,-2090.4376525878906,140.50357360839843,155.29342346191407
2022-03-07,AMZN,BUY,137.4530029296875,981,137.4530029296875,,BUY,,130.58035278320312,144.32565307617188
2022-03-09,AMZN,SELL,139.2790069580078,981,137.4530029296875,139.2790069580078,SELL,1791.3099517822266,130.58035278320312,144.32565307617188
2022-03-11,AMZN,BUY,145.52450561523438,939,145.52450561523438,,BUY,,138.24828033447264,152.8007308959961
2022-03-15,AMZN,SELL,147.3665008544922,939,145.52450561523438,147.3665008544922,SELL,1729.633529663086,138.24828033447264,152.8007308959961
2022-03-21,AMZN,BUY,161.4915008544922,856,161.4915008544922,,BUY,,153.41692581176758,169.5660758972168
2022-03-24,AMZN,SELL,163.64950561523438,856,161.4915008544922,163.64950561523438,SELL,1847.2520751953125,153.41692581176758,169.5660758972168
2022-03-30,AMZN,BUY,166.30099487304688,843,166.30099487304688,,BUY,,157.98594512939454,174.6160446166992
2022-04-04,AMZN,SELL,168.34649658203125,843,166.30099487304688,168.34649658203125,SELL,1724.3579406738281,157.98594512939454,174.6160446166992
2022-04-05,AMZN,BUY,164.05499267578125,865,164.05499267578125,,BUY,,155.85224304199218,172.25774230957032
2022-04-06,AMZN,SELL,158.75599670410156,865,164.05499267578125,158.75599670410156,SELL,-4583.63151550293,155.85224304199218,172.25774230957032
2022-04-08,AMZN,BUY,154.4604949951172,889,154.4604949951172,,BUY,,146.73747024536132,162.18351974487305
2022-04-13,AMZN,SELL,155.54100036621094,889,154.4604949951172,155.54100036621094,SELL,960.5692749023438,146.73747024536132,162.18351974487305
2022-04-14,AMZN,BUY,151.7064971923828,911,151.7064971923828,,BUY,,144.12117233276368,159.29182205200195
2022-04-19,AMZN,SELL,158.11549377441406,911,151.7064971923828,158.11549377441406,SELL,5838.595886230469,144.12117233276368,159.29182205200195
2022-04-20,AMZN,BUY,153.9980010986328,936,153.9980010986328,,BUY,,146.29810104370117,161.69790115356446
2022-04-25,AMZN,SELL,146.07400512695312,936,153.9980010986328,146.07400512695312,SELL,-7416.8602294921875,146.29810104370117,161.69790115356446
2022-04-26,AMZN,BUY,139.39100646972656,981,139.39100646972656,,BUY,,132.42145614624022,146.3605567932129
2022-04-28,AMZN,SELL,144.59649658203125,981,139.39100646972656,144.59649658203125,SELL,5106.585800170898,132.42145614624022,146.3605567932129
2022-05-03,AMZN,BUY,124.25350189208984,1141,124.25350189208984,,BUY,,118.04082679748535,130.46617698669434
2022-05-04,AMZN,SELL,125.92849731445312,1141,124.25350189208984,125.92849731445312,SELL,1911.169776916504,118.04082679748535,130.46617698669434
2022-05-06,AMZN,BUY,114.77249908447266,1252,114.77249908447266,,BUY,,109.03387413024902,120.5111240386963
2022-05-13,AMZN,SELL,113.05500030517578,1252,114.77249908447266,113.05500030517578,SELL,-2150.3084716796875,109.03387413024902,120.5111240386963
2022-05-16,AMZN,BUY,110.8105010986328,1278,110.8105010986328,,BUY,,105.26997604370115,116.35102615356445
2022-05-17,AMZN,SELL,115.36849975585938,1278,110.8105010986328,115.36849975585938,SELL,5825.122283935565,105.26997604370115,116.35102615356445
2022-05-18,AMZN,BUY,107.1125030517578,1376,107.1125030517578,,BUY,,101.75687789916991,112.46812820434569
2022-05-20,AMZN,SELL,107.59100341796876,1376,107.1125030517578,107.59100341796876,SELL,658.4165039062891,101.75687789916991,112.46812820434569
2022-05-25,AMZN,BUY,106.7750015258789,1387,106.7750015258789,,BUY,,101.43625144958496,112.11375160217285
2022-05-27,AMZN,SELL,115.14649963378906,1387,106.7750015258789,115.14649963378906,SELL,11611.267875671387,101.43625144958496,112.11375160217285
2022-06-01,AMZN,BUY,121.68399810791016,1312,121.68399810791016,,BUY,,115.59979820251465,127.76819801330566
2022-06-02,AMZN,SELL,125.51100158691406,1312,121.68399810791016,125.51100158691406,SELL,5021.028564453125,115.59979820251465,127.76819801330566
2022-06-06,AMZN,BUY,124.79000091552734,1320,124.79000091552734,,BUY,,118.55050086975098,131.0295009613037
2022-06-07,AMZN,SELL,123.0,1320,124.79000091552734,123.0,SELL,-2362.8012084960938,118.55050086975098,131.0295009613037
2022-06-08,AMZN,BUY,121.18000030517578,1339,121.18000030517578,,BUY,,115.12100028991699,127.23900032043457
2022-06-16,AMZN,SELL,103.66000366210938,1339,121.18000030517578,103.66000366210938,SELL,-23459.275505065918,115.12100028991699,127.23900032043457
2022-06-22,AMZN,BUY,108.9499969482422,1275,108.9499969482422,,BUY,,103.50249710083008,114.39749679565432
2022-06-23,AMZN,SELL,112.44000244140624,1275,108.9499969482422,112.44000244140624,SELL,4449.757003784143,103.50249710083008,114.39749679565432
2022-06-27,AMZN,BUY,113.22000122070312,1266,113.22000122070312,,BUY,,107.55900115966796,118.88100128173829
2022-06-30,AMZN,SELL,106.20999908447266,1266,113.22000122070312,106.20999908447266,SELL,-8874.662704467773,107.55900115966796,118.88100128173829
2022-07-06,AMZN,BUY,114.33000183105467,1176,114.33000183105467,,BUY,,108.61350173950193,120.04650192260742
2022-07-14,AMZN,SELL,110.62999725341795,1176,114.33000183105467,110.62999725341795,SELL,-4351.205383300781,108.61350173950193,120.04650192260742
2022-07-15,AMZN,BUY,113.5500030517578,1146,113.5500030517578,,BUY,,107.8725028991699,119.2275032043457
2022-07-19,AMZN,SELL,118.20999908447266,1146,113.5500030517578,118.20999908447266,SELL,5340.355453491227,107.8725028991699,119.2275032043457
2022-07-22,AMZN,BUY,122.41999816894533,1106,122.41999816894533,,BUY,,116.29899826049805,128.5409980773926
2022-07-28,AMZN,SELL,122.27999877929688,1106,122.41999816894533,122.27999877929688,SELL,-154.8393249511876,116.29899826049805,128.5409980773926
2022-08-01,AMZN,BUY,135.38999938964844,999,135.38999938964844,,BUY,,128.620499420166,142.15949935913088
2022-08-04,AMZN,SELL,142.57000732421875,999,135.38999938964844,142.57000732421875,SELL,7172.827926635742,128.620499420166,142.15949935913088
2022-08-05,AMZN,BUY,140.8000030517578,1012,140.8000030517578,,BUY,,133.7600028991699,147.84000320434572
2022-08-12,AMZN,SELL,143.5500030517578,1012,140.8000030517578,143.5500030517578,SELL,2783.0,133.7600028991699,147.84000320434572
2022-08-15,AMZN,BUY,143.17999267578125,1014,143.17999267578125,,BUY,,136.02099304199217,150.33899230957033
2022-08-25,AMZN,SELL,137.27999877929688,1014,143.17999267578125,137.27999877929688,SELL,-5982.593811035156,136.02099304199217,150.33899230957033
2022-08-26,AMZN,BUY,130.75,1065,130.75,,BUY,,124.21249999999999,137.2875
2022-09-01,AMZN,SELL,127.81999969482422,1065,130.75,127.81999969482422,SELL,-3120.450325012207,124.21249999999999,137.2875
2022-09-02,AMZN,BUY,127.51000213623048,1067,127.51000213623048,,BUY,,121.13450202941895,133.88550224304203
2022-09-07,AMZN,SELL,129.47999572753906,1067,127.51000213623048,129.47999572753906,SELL,2101.9831619262545,121.13450202941895,133.88550224304203
2022-09-08,AMZN,BUY,129.82000732421875,1065,129.82000732421875,,BUY,,123.32900695800781,136.3110076904297
2022-09-16,AMZN,SELL,123.52999877929688,1065,129.82000732421875,123.52999877929688,SELL,-6698.859100341797,123.32900695800781,136.3110076904297
2022-09-19,AMZN,BUY,124.66000366210938,1055,124.66000366210938,,BUY,,118.4270034790039,130.89300384521485
2022-09-23,AMZN,SELL,113.77999877929688,1055,124.66000366210938,113.77999877929688,SELL,-11478.405151367188,118.4270034790039,130.89300384521485
2022-09-26,AMZN,BUY,115.1500015258789,1043,115.1500015258789,,BUY,,109.39250144958496,120.90750160217286
2022-09-29,AMZN,SELL,114.8000030517578,1043,115.1500015258789,114.8000030517578,SELL,-365.0484085083156,109.39250144958496,120.90750160217286
2022-09-30,AMZN,BUY,113.0,1059,113.0,,BUY,,107.35,118.65
2022-10-13,AMZN,SELL,112.52999877929688,1059,113.0,112.52999877929688,SELL,-497.7312927246094,107.35,118.65
2022-10-14,AMZN,BUY,106.9000015258789,1115,106.9000015258789,,BUY,,101.55500144958495,112.24500160217286
2022-10-21,AMZN,SELL,119.31999969482422,1115,106.9000015258789,119.31999969482422,SELL,13848.297958374023,101.55500144958495,112.24500160217286
2022-10-25,AMZN,BUY,120.5999984741211,1103,120.5999984741211,,BUY,,114.56999855041504,126.62999839782715
2022-10-27,AMZN,SELL,110.95999908447266,1103,120.5999984741211,110.95999908447266,SELL,-10632.919326782227,114.56999855041504,126.62999839782715
2022-10-31,AMZN,BUY,102.44000244140624,1195,102.44000244140624,,BUY,,97.31800231933592,107.56200256347655
2022-11-04,AMZN,SELL,90.9800033569336,1195,102.44000244140624,90.9800033569336,SELL,-13694.698905944808,97.31800231933592,107.56200256347655
2022-11-07,AMZN,BUY,90.52999877929688,1201,90.52999877929688,,BUY,,86.00349884033203,95.05649871826172
2022-11-10,AMZN,SELL,96.62999725341795,1201,90.52999877929688,96.62999725341795,SELL,7326.098167419416,86.00349884033203,95.05649871826172
2022-11-14,AMZN,BUY,98.48999786376952,1178,98.48999786376952,,BUY,,93.56549797058103,103.414497756958
2022-11-18,AMZN,SELL,94.13999938964844,1178,98.48999786376952,94.13999938964844,SELL,-5124.298202514632,93.56549797058103,103.414497756958
2022-11-21,AMZN,BUY,92.45999908447266,1200,92.45999908447266,,BUY,,87.83699913024903,97.08299903869629
2022-11-22,AMZN,SELL,93.1999969482422,1200,92.45999908447266,93.1999969482422,SELL,887.9974365234546,87.83699913024903,97.08299903869629
2022-11-23,AMZN,BUY,94.12999725341795,1188,94.12999725341795,,BUY,,89.42349739074706,98.83649711608885
2022-11-30,AMZN,SELL,96.54000091552734,1188,94.12999725341795,96.54000091552734,SELL,2863.0843505859543,89.42349739074706,98.83649711608885
2022-12-01,AMZN,BUY,95.5,1201,95.5,,BUY,,90.725,100.275
2022-12-08,AMZN,SELL,90.3499984741211,1201,95.5,90.3499984741211,SELL,-6185.151832580566,90.725,100.275
2022-12-09,AMZN,BUY,89.08999633789062,1218,89.08999633789062,,BUY,,84.63549652099609,93.54449615478516
2022-12-12,AMZN,SELL,90.5500030517578,1218,89.08999633789062,90.5500030517578,SELL,1778.288177490217,84.63549652099609,93.54449615478516
2022-12-13,AMZN,BUY,92.48999786376952,1192,92.48999786376952,,BUY,,87.86549797058103,97.114497756958
2022-12-16,AMZN,SELL,87.86000061035156,1192,92.48999786376952,87.86000061035156,SELL,-5518.9567260742015,87.86549797058103,97.114497756958
2022-12-19,AMZN,BUY,84.91999816894531,1233,84.91999816894531,,BUY,,80.67399826049804,89.16599807739259
2023-01-06,AMZN,SELL,86.08000183105469,1233,84.91999816894531,86.08000183105469,SELL,1430.2845153808594,80.67399826049804,89.16599807739259
2023-01-09,AMZN,BUY,87.36000061035156,1215,87.36000061035156,,BUY,,82.99200057983398,91.72800064086914
2023-01-11,AMZN,SELL,95.08999633789062,1215,87.36000061035156,95.08999633789062,SELL,9391.944808959961,82.99200057983398,91.72800064086914
2023-01-17,AMZN,BUY,96.0500030517578,1203,96.0500030517578,,BUY,,91.2475028991699,100.8525032043457
2023-01-20,AMZN,SELL,97.25,1203,96.0500030517578,97.25,SELL,1443.5963287353686,91.2475028991699,100.8525032043457
2023-01-24,AMZN,BUY,96.31999969482422,1215,96.31999969482422,,BUY,,91.50399971008301,101.13599967956543
2023-01-25,AMZN,SELL,97.18000030517578,1215,96.31999969482422,97.18000030517578,SELL,1044.9007415771484,91.50399971008301,101.13599967956543
2023-01-27,AMZN,BUY,102.23999786376952,1155,102.23999786376952,,BUY,,97.12799797058103,107.351997756958
2023-02-01,AMZN,SELL,105.1500015258789,1155,102.23999786376952,105.1500015258789,SELL,3361.0542297363445,97.12799797058103,107.351997756958
2023-02-03,AMZN,BUY,103.38999938964844,1174,103.38999938964844,,BUY,,98.220499420166,108.55949935913087
2023-02-07,AMZN,SELL,102.11000061035156,1174,103.38999938964844,102.11000061035156,SELL,-1502.7185668945312,98.220499420166,108.55949935913087
2023-02-08,AMZN,BUY,100.0500030517578,1198,100.0500030517578,,BUY,,95.0475028991699,105.0525032043457
2023-02-23,AMZN,SELL,95.81999969482422,1198,100.0500030517578,95.81999969482422,SELL,-5067.544021606428,95.0475028991699,105.0525032043457
2023-02-24,AMZN,BUY,93.5,1228,93.5,,BUY,,88.825,98.175
2023-03-20,AMZN,SELL,97.70999908447266,1228,93.5,97.70999908447266,SELL,5169.878875732422,88.825,98.175
2023-03-21,AMZN,BUY,100.61000061035156,1193,100.61000061035156,,BUY,,95.57950057983398,105.64050064086915
2023-03-24,AMZN,SELL,98.12999725341795,1193,100.61000061035156,98.12999725341795,SELL,-2958.644004821794,95.57950057983398,105.64050064086915
2023-03-27,AMZN,BUY,98.04000091552734,1194,98.04000091552734,,BUY,,93.13800086975097,102.94200096130372
2023-04-27,AMZN,SELL,109.81999969482422,1194,98.04000091552734,109.81999969482422,SELL,14065.318542480469,93.13800086975097,102.94200096130372
2023-04-28,AMZN,BUY,105.4499969482422,1243,105.4499969482422,,BUY,,100.17749710083008,110.72249679565432
2023-05-30,AMZN,SELL,121.66000366210938,1243,105.4499969482422,121.66000366210938,SELL,20149.038345336896,100.17749710083008,110.72249679565432
2023-05-31,AMZN,BUY,120.58000183105467,1254,120.58000183105467,,BUY,,114.55100173950193,126.60900192260742
2023-06-14,AMZN,SELL,126.41999816894533,1254,120.58000183105467,126.41999816894533,SELL,7323.355407714879,114.55100173950193,126.60900192260742
2023-06-16,AMZN,BUY,125.48999786376952,1264,125.48999786376952,,BUY,,119.21549797058104,131.764497756958
2023-06-22,AMZN,SELL,130.14999389648438,1264,125.48999786376952,130.14999389648438,SELL,5890.234985351581,119.21549797058104,131.764497756958
2023-06-23,AMZN,BUY,129.3300018310547,1272,129.3300018310547,,BUY,,122.86350173950194,135.79650192260743
2023-07-12,AMZN,SELL,130.8000030517578,1272,129.3300018310547,130.8000030517578,SELL,1869.841552734375,122.86350173950194,135.79650192260743
2023-07-14,AMZN,BUY,134.67999267578125,1235,134.67999267578125,,BUY,,127.94599304199218,141.41399230957032
2023-07-21,AMZN,SELL,130.0,1235,134.67999267578125,130.0,SELL,-5779.790954589844,127.94599304199218,141.41399230957032
2023-07-24,AMZN,BUY,128.8000030517578,1247,128.8000030517578,,BUY,,122.36000289916991,135.2400032043457
2023-08-03,AMZN,SELL,128.91000366210938,1247,128.8000030517578,128.91000366210938,SELL,137.17076110839844,122.36000289916991,135.2400032043457
2023-08-04,AMZN,BUY,139.57000732421875,1151,139.57000732421875,,BUY,,132.5915069580078,146.5485076904297
2023-08-07,AMZN,SELL,142.22000122070312,1151,139.57000732421875,142.22000122070312,SELL,3050.1429748535156,132.5915069580078,146.5485076904297
2023-08-09,AMZN,BUY,137.85000610351562,1188,137.85000610351562,,BUY,,130.95750579833984,144.7425064086914
2023-08-14,AMZN,SELL,140.57000732421875,1188,137.85000610351562,140.57000732421875,SELL,3231.3614501953125,130.95750579833984,144.7425064086914
2023-08-15,AMZN,BUY,137.6699981689453,1213,137.6699981689453,,BUY,,130.78649826049804,144.5534980773926
2023-08-23,AMZN,SELL,135.52000427246094,1213,137.6699981689453,135.52000427246094,SELL,-2607.942596435547,130.78649826049804,144.5534980773926
2023-08-24,AMZN,BUY,131.83999633789062,1247,131.83999633789062,,BUY,,125.24799652099608,138.43199615478517
2023-08-25,AMZN,SELL,133.25999450683594,1247,131.83999633789062,133.25999450683594,SELL,1770.7377166748047,125.24799652099608,138.43199615478517
2023-08-28,AMZN,BUY,133.13999938964844,1248,133.13999938964844,,BUY,,126.48299942016601,139.79699935913087
2023-09-05,AMZN,SELL,137.27000427246094,1248,133.13999938964844,137.27000427246094,SELL,5154.24609375,126.48299942016601,139.79699935913087
2023-09-06,AMZN,BUY,135.36000061035156,1265,135.36000061035156,,BUY,,128.59200057983398,142.12800064086915
2023-09-07,AMZN,SELL,137.85000610351562,1265,135.36000061035156,137.85000610351562,SELL,3149.856948852539,128.59200057983398,142.12800064086915
2023-09-08,AMZN,BUY,138.22999572753906,1262,138.22999572753906,,BUY,,131.3184959411621,145.14149551391603
2023-09-11,AMZN,SELL,143.10000610351562,1262,138.22999572753906,143.10000610351562,SELL,6145.953094482422,131.3184959411621,145.14149551391603
2023-09-12,AMZN,BUY,141.22999572753906,1279,141.22999572753906,,BUY,,134.1684959411621,148.29149551391603
2023-09-13,AMZN,SELL,144.85000610351562,1279,141.22999572753906,144.85000610351562,SELL,4629.993270874023,134.1684959411621,148.29149551391603
2023-09-15,AMZN,BUY,140.38999938964844,1319,140.38999938964844,,BUY,,133.370499420166,147.40949935913088
2023-09-19,AMZN,SELL,137.6300048828125,1319,140.38999938964844,137.6300048828125,SELL,-3640.4327545166016,133.370499420166,147.40949935913088
2023-09-20,AMZN,BUY,135.2899932861328,1342,135.2899932861328,,BUY,,128.52549362182617,142.05449295043945
2023-10-05,AMZN,SELL,125.95999908447266,1342,135.2899932861328,125.95999908447266,SELL,-12520.85221862793,128.52549362182617,142.05449295043945
2023-10-06,AMZN,BUY,127.95999908447266,1321,127.95999908447266,,BUY,,121.56199913024902,134.3579990386963
2023-10-09,AMZN,SELL,128.25999450683594,1321,127.95999908447266,128.25999450683594,SELL,396.29395294189453,121.56199913024902,134.3579990386963
2023-10-10,AMZN,BUY,129.47999572753906,1309,129.47999572753906,,BUY,,123.0059959411621,135.95399551391603
2023-10-24,AMZN,SELL,128.55999755859375,1309,129.47999572753906,128.55999755859375,SELL,-1204.277603149414,123.0059959411621,135.95399551391603
2023-10-25,AMZN,BUY,121.38999938964844,1386,121.38999938964844,,BUY,,115.32049942016602,127.45949935913086
2023-10-30,AMZN,SELL,132.7100067138672,1386,121.38999938964844,132.7100067138672,SELL,15689.530151367188,115.32049942016602,127.45949935913086
2023-10-31,AMZN,BUY,133.08999633789062,1382,133.08999633789062,,BUY,,126.43549652099608,139.74449615478517
2023-11-01,AMZN,SELL,137.0,1382,133.08999633789062,137.0,SELL,5403.625061035156,126.43549652099608,139.74449615478517
2023-11-03,AMZN,BUY,138.60000610351562,1366,138.60000610351562,,BUY,,131.67000579833984,145.5300064086914
2023-11-10,AMZN,SELL,143.55999755859375,1366,138.60000610351562,143.55999755859375,SELL,6775.348327636719,131.67000579833984,145.5300064086914
2023-11-13,AMZN,BUY,142.58999633789062,1375,142.58999633789062,,BUY,,135.4604965209961,149.71949615478516
2023-11-16,AMZN,SELL,142.8300018310547,1375,142.58999633789062,142.8300018310547,SELL,330.00755310058594,135.4604965209961,149.71949615478516
2023-11-17,AMZN,BUY,145.17999267578125,1353,145.17999267578125,,BUY,,137.92099304199218,152.43899230957032
2023-11-21,AMZN,SELL,143.89999389648438,1353,145.17999267578125,143.89999389648438,SELL,-1731.8383483886719,137.92099304199218,152.43899230957032
2023-11-22,AMZN,BUY,146.7100067138672,1327,146.7100067138672,,BUY,,139.37450637817383,154.04550704956054
2023-12-04,AMZN,SELL,144.83999633789062,1327,146.7100067138672,144.83999633789062,SELL,-2481.5037689208984,139.37450637817383,154.04550704956054
2023-12-05,AMZN,BUY,146.8800048828125,1309,146.8800048828125,,BUY,,139.53600463867187,154.22400512695313
2023-12-11,AMZN,SELL,145.88999938964844,1309,146.8800048828125,145.88999938964844,SELL,-1295.9171905517578,139.53600463867187,154.22400512695313
2023-12-12,AMZN,BUY,147.47999572753906,1295,147.47999572753906,,BUY,,140.1059959411621,154.85399551391603
2023-12-13,AMZN,SELL,148.83999633789062,1295,147.47999572753906,148.83999633789062,SELL,1761.2007904052734,140.1059959411621,154.85399551391603
2023-12-19,AMZN,BUY,153.7899932861328,1253,153.7899932861328,,BUY,,146.10049362182616,161.47949295043946
2023-12-21,AMZN,SELL,153.83999633789062,1253,153.7899932861328,153.83999633789062,SELL,62.65382385253906,146.10049362182616,161.47949295043946
2023-12-22,AMZN,BUY,153.4199981689453,1256,153.4199981689453,,BUY,,145.74899826049804,161.09099807739258
2024-01-08,AMZN,SELL,149.10000610351562,1256,153.4199981689453,149.10000610351562,SELL,-5425.9100341796875,145.74899826049804,161.09099807739258
2024-01-09,AMZN,BUY,151.3699951171875,1238,151.3699951171875,,BUY,,143.8014953613281,158.9384948730469
2024-01-17,AMZN,SELL,151.7100067138672,1238,151.3699951171875,151.7100067138672,SELL,420.9343566894531,143.8014953613281,158.9384948730469
2024-01-18,AMZN,BUY,153.5,1223,153.5,,BUY,,145.825,161.175
2024-01-19,AMZN,SELL,155.33999633789062,1223,153.5,155.33999633789062,SELL,2250.3155212402344,145.825,161.175
2024-01-22,AMZN,BUY,154.77999877929688,1228,154.77999877929688,,BUY,,147.04099884033204,162.5189987182617
2024-01-23,AMZN,SELL,156.02000427246094,1228,154.77999877929688,156.02000427246094,SELL,1522.7267456054688,147.04099884033204,162.5189987182617
2024-01-24,AMZN,BUY,156.8699951171875,1221,156.8699951171875,,BUY,,149.02649536132813,164.71349487304687
2024-01-25,AMZN,SELL,157.75,1221,156.8699951171875,157.75,SELL,1074.4859619140625,149.02649536132813,164.71349487304687
2024-01-26,AMZN,BUY,159.1199951171875,1210,159.1199951171875,,BUY,,151.16399536132812,167.07599487304688
2024-01-29,AMZN,SELL,161.25999450683594,1210,159.1199951171875,161.25999450683594,SELL,2589.3992614746094,151.16399536132812,167.07599487304688
2024-01-30,AMZN,BUY,159.0,1228,159.0,,BUY,,151.04999999999998,166.95000000000002
2024-02-01,AMZN,SELL,159.27999877929688,1228,159.0,159.27999877929688,SELL,343.8385009765625,151.04999999999998,166.95000000000002
2024-02-06,AMZN,BUY,169.14999389648438,1156,169.14999389648438,,BUY,,160.69249420166014,177.6074935913086
2024-02-07,AMZN,SELL,170.52999877929688,1156,169.14999389648438,170.52999877929688,SELL,1595.28564453125,160.69249420166014,177.6074935913086
2024-02-08,AMZN,BUY,169.83999633789062,1161,169.83999633789062,,BUY,,161.34799652099608,178.33199615478517
2024-02-09,AMZN,SELL,174.4499969482422,1161,169.83999633789062,174.4499969482422,SELL,5352.210708618164,161.34799652099608,178.33199615478517
2024-02-12,AMZN,BUY,172.33999633789062,1175,172.33999633789062,,BUY,,163.72299652099608,180.95699615478517
2024-02-14,AMZN,SELL,170.97999572753906,1175,172.33999633789062,170.97999572753906,SELL,-1598.000717163086,163.72299652099608,180.95699615478517
2024-02-20,AMZN,BUY,167.0800018310547,1202,167.0800018310547,,BUY,,158.72600173950195,175.43400192260742
2024-02-22,AMZN,SELL,174.5800018310547,1202,167.0800018310547,174.5800018310547,SELL,9015.0,158.72600173950195,175.43400192260742
2024-02-23,AMZN,BUY,174.99000549316406,1199,174.99000549316406,,BUY,,166.24050521850586,183.73950576782227
2024-02-29,AMZN,SELL,176.75999450683594,1199,174.99000549316406,176.75999450683594,SELL,2122.216827392578,166.24050521850586,183.73950576782227
2024-03-01,AMZN,BUY,178.22000122070312,1190,178.22000122070312,,BUY,,169.30900115966796,187.1310012817383
2024-03-12,AMZN,SELL,175.38999938964844,1190,178.22000122070312,175.38999938964844,SELL,-3367.702178955078,169.30900115966796,187.1310012817383
2024-03-13,AMZN,BUY,176.55999755859375,1182,176.55999755859375,,BUY,,167.73199768066405,185.38799743652345
2024-03-14,AMZN,SELL,178.75,1182,176.55999755859375,178.75,SELL,2588.5828857421875,167.73199768066405,185.38799743652345
2024-03-15,AMZN,BUY,174.4199981689453,1211,174.4199981689453,,BUY,,165.69899826049803,183.1409980773926
2024-03-19,AMZN,SELL,175.89999389648438,1211,174.4199981689453,175.89999389648438,SELL,1792.2748260498047,165.69899826049803,183.1409980773926
2024-03-21,AMZN,BUY,178.14999389648438,1196,178.14999389648438,,BUY,,169.24249420166015,187.0574935913086
2024-03-22,AMZN,SELL,178.8699951171875,1196,178.14999389648438,178.8699951171875,SELL,861.1214599609375,169.24249420166015,187.0574935913086
2024-03-25,AMZN,BUY,179.7100067138672,1190,179.7100067138672,,BUY,,170.72450637817383,188.69550704956055
2024-03-27,AMZN,SELL,179.8300018310547,1190,179.7100067138672,179.8300018310547,SELL,142.794189453125,170.72450637817383,188.69550704956055
2024-03-28,AMZN,BUY,180.3800048828125,1186,180.3800048828125,,BUY,,171.36100463867186,189.39900512695314
2024-04-02,AMZN,SELL,180.69000244140625,1186,180.3800048828125,180.69000244140625,SELL,367.6571044921875,171.36100463867186,189.39900512695314
2024-04-03,AMZN,BUY,182.4100036621093,1175,182.4100036621093,,BUY,,173.28950347900383,191.53050384521475
2024-04-09,AMZN,SELL,185.6699981689453,1175,182.4100036621093,185.6699981689453,SELL,3830.4935455323266,173.28950347900383,191.53050384521475
2024-04-12,AMZN,BUY,186.1300048828125,1172,186.1300048828125,,BUY,,176.82350463867186,195.43650512695314
2024-04-22,AMZN,SELL,177.22999572753906,1172,186.1300048828125,177.22999572753906,SELL,-10430.810729980469,176.82350463867186,195.43650512695314
2024-04-24,AMZN,BUY,176.58999633789062,1177,176.58999633789062,,BUY,,167.7604965209961,185.41949615478515
2024-04-25,AMZN,SELL,173.6699981689453,1177,176.58999633789062,173.6699981689453,SELL,-3436.837844848633,167.7604965209961,185.41949615478515
2024-04-30,AMZN,BUY,175.0,1168,175.0,,BUY,,166.25,183.75
2024-05-02,AMZN,SELL,184.72000122070312,1168,175.0,184.72000122070312,SELL,11352.96142578125,166.25,183.75
2024-05-03,AMZN,BUY,186.2100067138672,1158,186.2100067138672,,BUY,,176.8995063781738,195.52050704956056
2024-05-06,AMZN,SELL,188.6999969482422,1158,186.2100067138672,188.6999969482422,SELL,2883.40869140625,176.8995063781738,195.52050704956056
2024-05-07,AMZN,BUY,188.759994506836,1158,188.759994506836,,BUY,,179.3219947814942,198.1979942321778
2024-05-08,AMZN,SELL,188.0,1158,188.759994506836,188.0,SELL,-880.0736389160814,179.3219947814942,198.1979942321778
2024-05-09,AMZN,BUY,189.5,1149,189.5,,BUY,,180.025,198.975
2024-05-14,AMZN,SELL,187.07000732421875,1149,189.5,187.07000732421875,SELL,-2792.0615844726562,180.025,198.975
2024-05-16,AMZN,BUY,183.6300048828125,1170,183.6300048828125,,BUY,,174.44850463867186,192.81150512695314
2024-05-21,AMZN,SELL,183.1499938964844,1170,183.6300048828125,183.1499938964844,SELL,-561.612854003873,174.44850463867186,192.81150512695314
2024-05-22,AMZN,BUY,183.1300048828125,1170,183.1300048828125,,BUY,,173.97350463867187,192.28650512695313
2024-05-28,AMZN,SELL,182.1499938964844,1170,183.1300048828125,182.1499938964844,SELL,-1146.612854003873,173.97350463867187,192.28650512695313
