ticker,pe_ratio,eps,revenue,market_cap,pb_ratio,dividend_yield,momentum,score_pe,score_eps,score_rev,score_cap,score_mom,total_score
BLK,27.072723,41.39,21572999168.0,173459603456.0,3.6162202,1.88,0.0,90.91950630020061,91.97051205419406,3.0073702286289294,3.960634843640666,0.2955950932585223,38.030723703984556
UNH,10.644435,23.09,422817988608.0,222956863488.0,2.2261672,3.52,0.0,100.0,55.509065550906556,61.661542416868684,5.091881944965093,0.2955950932585223,44.51161700119977
KO,24.648937,2.82,47061999616.0,299148083200.0,10.466798,2.95,0.0,92.25921823504507,15.122534369396295,6.733363725194877,6.833212604275324,0.2955950932585223,24.248784805434017
TSLA,191.56288,1.67,92719996928.0,1031853703168.0,13.340144,0.0,0.0,0.0,12.831241283124129,13.407670212724721,23.579010415650163,0.2955950932585223,10.022703400951507
XLF,18.154835,5.0,1000000000.0,45894967296.0,1.5271777,1.38,1.8234194201993235,95.8487372583818,19.466029089460054,0.0,1.0451780124097954,0.873594680473288,23.446707808144986
HD,26.277172,14.72,162952003584.0,384838139904.0,48.380238,2.39,0.0,91.35923537260118,38.83243674038654,23.674216387608777,8.791636731106914,0.2955950932585223,32.59062406499238
SCHW,25.99731,3.72,21625999360.0,175719170048.0,4.3557177,1.12,0.0,91.51392496215628,16.915720263000598,3.0151178204229514,4.012276654839851,0.2955950932585223,23.150526958735643
PFE,12.661376,1.89,63833001984.0,136055218176.0,1.5337777,6.95,0.0,98.8851656336091,13.269575612671845,9.184956359497777,3.105767273244521,0.2955950932585223,24.948211994456354
VTI,26.658342,5.0,1000000000.0,645445386240.0,2.231087,1.19,2.1199879043202365,91.14854928141791,19.466029089460054,0.0,14.747748075677203,0.9676029264664445,25.265985874604322
SPY,26.868155,5.0,1000000000.0,580754145280.0,1.4742557,1.13,2.285632905806231,91.03257824264408,19.466029089460054,0.0,13.26924646225925,1.0201101781840047,24.957592794509473
DIS,23.504082,4.9,94039998464.0,207046868992.0,1.9879519,0.85,0.0,92.89201993749171,19.26678621239291,13.600628628203857,4.728263127599206,0.2955950932585223,26.15665859978924
ABBV,93.4762,2.1,58327998464.0,346775748608.0,-1887.5,3.3,0.0,54.215964546898455,13.687985654512849,8.380232480429301,7.921730603065905,0.2955950932585223,16.90030167563301
NFLX,50.319386,23.42,41693184000.0,500766801920.0,20.06914,0.0,0.0,78.07025646279459,56.166567045228135,5.9485478549025865,11.44115637686578,0.2955950932585223,30.384424566609926
INTC,15.0,-4.77,53070000128.0,89334571008.0,0.9126682,0.0,0.0,97.59252573721822,0.0,7.611615929738794,2.0379789422009025,0.2955950932585223,21.50754314048329
MS,16.002266,8.83,65612001280.0,225562836992.0,2.2943153,2.85,0.0,97.03853799981533,27.097031281131702,9.44501127302074,5.151440796720167,0.2955950932585223,27.805523288789296
QQQ,33.214966,5.0,1000000000.0,223013502976.0,1.5856938,0.5,4.55324967685602,87.52447214544652,19.466029089460054,0.0,5.093176425843005,1.7389143891673364,22.76451840998338
GLD,15.0,5.0,1000000000.0,80823148544.0,1.826288,0.0,1.8886408612038572,97.59252573721822,19.466029089460054,0.0,1.8434525788360865,0.8942690056233691,23.95925528222755
WFC,13.335052,5.82,77618003968.0,249932906496.0,1.5193219,2.31,0.0,98.5128011685044,21.09982068141064,11.200054120875974,5.708412444598286,0.2955950932585223,27.36333670172956
T,15.708571,1.75,123984003072.0,196564205568.0,1.8700681,4.0,0.0,97.20087357593637,12.990635584777845,17.97785662732311,4.488684560929191,0.2955950932585223,26.59072908844501
XLV,23.582687,5.0,1000000000.0,25764632576.0,1.0255705,1.84,0.9002619966063191,92.84857218400256,19.466029089460054,0.0,0.5851044086190379,0.5809661146808521,22.6961343593525
GS,15.956408,45.42,54793998336.0,219394015232.0,1.9229585,2.22,0.0,97.06388533242145,100.0,7.863630759594681,5.010453967750736,0.2955950932585223,42.04671303060508
META,28.011248,27.56,178803998720.0,1939346948096.0,9.95705,0.28,0.0,90.40075045968916,64.41522215580794,25.99146813331093,44.319534277629614,0.2955950932585223,45.084514023939235
NVDA,57.877422,3.1,148514996224.0,4375623237632.0,52.187317,0.02,0.0,73.89266362531471,15.680414425184297,21.563808188472997,100.0,0.2955950932585223,42.28649626644611
V,33.24266,10.22,38892998656.0,659414974464.0,17.34872,0.7,0.0,87.50916469572795,29.866507272365013,5.53921550771194,15.067019408572785,0.2955950932585223,27.65550039552724
UNG,15.0,5.0,1000000000.0,163625488.0,1.408949,0.0,-0.9325159489481558,97.59252573721822,19.466029089460054,0.0,0.0,0.0,23.411710965335654
MSFT,38.54185,13.62,281723994112.0,3901968351232.0,11.361355,0.63,0.0,84.58011564271403,36.64076509264794,41.036359135589485,89.1747398356648,0.2955950932585223,50.34551495997495
CVX,19.662806,7.77,189393993728.0,310636871680.0,1.7877787,4.47,0.0,95.01522854676315,24.985056784219964,27.53951834457647,7.095785899389581,0.2955950932585223,30.98623693364154
AMZN,33.888718,6.56,670038032384.0,2370913697792.0,7.1000605,0.0,0.0,87.15206567246365,22.574217971707508,97.8002790930808,54.18288094178794,0.2955950932585223,52.401007754459684
JNJ,18.264454,9.34,90626998272.0,410838695936.0,5.2320194,3.05,0.0,95.78814697417943,28.11316995417414,13.101714732183735,9.38587272770567,0.2955950932585223,29.3368998963003
^DJI,15.0,5.0,1000000000.0,10000000000.0,1.5,0.0,0.0,97.59252573721822,19.466029089460054,0.0,0.22480780041254045,0.2955950932585223,23.515791544069867
XLY,29.225826,5.0,1000000000.0,26871736320.0,1.3301982,0.83,2.025863389721981,89.72941039814927,19.466029089460054,0.0,0.6104069789119336,0.9377667132606892,22.14872263595639
XLP,23.448624,5.0,1000000000.0,17154239488.0,1.1971779,2.52,0.7545142292224668,92.92267352839563,19.466029089460054,0.0,0.38831609718994764,0.5347660202581813,22.66235694706076
