ticker,model,feature,importance
AMD,LinearRegression,total_score,1.5849250272629763e-30
AMZN,RandomForest,open,0.019346883990205097
AMZN,RandomForest,high,0.05082805880141476
AMZN,RandomForest,low,0.06490730387711774
AMZN,RandomForest,close,0.8628592569386218
AMZN,RandomForest,volume,0.0020584963926406135
AMZN,RandomForest,pe_ratio,0.0
AMZN,RandomForest,eps,0.0
AMZN,RandomForest,market_cap,0.0
AMZN,RandomForest,pb_ratio,0.0
AMZN,RandomForest,dividend_yield,0.0
AMZN,RandomForest,total_score,0.0
AMZN,RandomForest,open,0.019346883990205097
AMZN,RandomForest,high,0.05082805880141476
AMZN,RandomForest,low,0.06490730387711774
AMZN,RandomForest,close,0.8628592569386218
AMZN,RandomForest,volume,0.0020584963926406135
AMZN,RandomForest,pe_ratio,0.0
AMZN,RandomForest,eps,0.0
AMZN,RandomForest,market_cap,0.0
AMZN,RandomForest,pb_ratio,0.0
AMZN,RandomForest,dividend_yield,0.0
AMZN,RandomForest,total_score,0.0
AMZN,GradientBoosting,open,0.009172378407701562
AMZN,GradientBoosting,high,0.04385915556044818
AMZN,GradientBoosting,low,0.09038595848164159
AMZN,GradientBoosting,close,0.855756535474098
AMZN,GradientBoosting,volume,0.0008259720761107286
AMZN,GradientBoosting,pe_ratio,0.0
AMZN,GradientBoosting,eps,0.0
AMZN,GradientBoosting,market_cap,0.0
AMZN,GradientBoosting,pb_ratio,0.0
AMZN,GradientBoosting,dividend_yield,0.0
AMZN,GradientBoosting,total_score,0.0
AMZN,LinearRegression,open,0.1179504546800799
AMZN,LinearRegression,high,0.17437814916194347
AMZN,LinearRegression,low,0.1612853071676726
AMZN,LinearRegression,close,0.5463860840637674
AMZN,LinearRegression,volume,4.926536709942847e-09
AMZN,LinearRegression,pe_ratio,2.42874126055316e-29
AMZN,LinearRegression,eps,3.03592657569145e-30
AMZN,LinearRegression,market_cap,0.0
AMZN,LinearRegression,pb_ratio,3.037547158390038e-30
AMZN,LinearRegression,dividend_yield,0.0
AMZN,LinearRegression,total_score,2.4297571925214187e-29
ARKK,RandomForest,open,0.1275526150479238
ARKK,RandomForest,high,0.15756110427649198
ARKK,RandomForest,low,0.26078879122329107
ARKK,RandomForest,close,0.4532669504324051
ARKK,RandomForest,volume,0.0008305390198881085
ARKK,RandomForest,pe_ratio,0.0
ARKK,RandomForest,eps,0.0
ARKK,RandomForest,market_cap,0.0
ARKK,RandomForest,pb_ratio,0.0
ARKK,RandomForest,dividend_yield,0.0
ARKK,RandomForest,total_score,0.0
ARKK,RandomForest,open,0.1275526150479238
ARKK,RandomForest,high,0.15756110427649198
ARKK,RandomForest,low,0.26078879122329107
ARKK,RandomForest,close,0.4532669504324051
ARKK,RandomForest,volume,0.0008305390198881085
ARKK,RandomForest,pe_ratio,0.0
ARKK,RandomForest,eps,0.0
ARKK,RandomForest,market_cap,0.0
ARKK,RandomForest,pb_ratio,0.0
ARKK,RandomForest,dividend_yield,0.0
ARKK,RandomForest,total_score,0.0
ARKK,GradientBoosting,open,0.06706183741427027
ARKK,GradientBoosting,high,0.018783814824354834
ARKK,GradientBoosting,low,0.2990630357705396
ARKK,GradientBoosting,close,0.6148733560642452
ARKK,GradientBoosting,volume,0.00021795592659011348
ARKK,GradientBoosting,pe_ratio,0.0
ARKK,GradientBoosting,eps,0.0
ARKK,GradientBoosting,market_cap,0.0
ARKK,GradientBoosting,pb_ratio,0.0
ARKK,GradientBoosting,dividend_yield,0.0
ARKK,GradientBoosting,total_score,0.0
ARKK,LinearRegression,open,0.1100869029042678
ARKK,LinearRegression,high,0.09146846973046129
ARKK,LinearRegression,low,0.10699981500828515
ARKK,LinearRegression,close,0.6914448045865377
ARKK,LinearRegression,volume,7.770448100364628e-09
ARKK,LinearRegression,pe_ratio,0.0
ARKK,LinearRegression,eps,0.0
ARKK,LinearRegression,market_cap,0.0
ARKK,LinearRegression,pb_ratio,0.0
ARKK,LinearRegression,dividend_yield,0.0
ARKK,LinearRegression,total_score,9.959968352479557e-29
BAC,RandomForest,open,0.002725582743751132
BAC,RandomForest,high,0.1966683730065511
BAC,RandomForest,low,0.045029897120875365
BAC,RandomForest,close,0.7537152024542191
BAC,RandomForest,volume,0.001860944674603267
BAC,RandomForest,pe_ratio,0.0
BAC,RandomForest,eps,0.0
BAC,RandomForest,market_cap,0.0
BAC,RandomForest,pb_ratio,0.0
BAC,RandomForest,dividend_yield,0.0
BAC,RandomForest,total_score,0.0
BAC,RandomForest,open,0.002725582743751132
BAC,RandomForest,high,0.1966683730065511
BAC,RandomForest,low,0.045029897120875365
BAC,RandomForest,close,0.7537152024542191
BAC,RandomForest,volume,0.001860944674603267
BAC,RandomForest,pe_ratio,0.0
BAC,RandomForest,eps,0.0
BAC,RandomForest,market_cap,0.0
BAC,RandomForest,pb_ratio,0.0
BAC,RandomForest,dividend_yield,0.0
BAC,RandomForest,total_score,0.0
BAC,GradientBoosting,open,0.0037018423622439526
BAC,GradientBoosting,high,0.16312018901454628
BAC,GradientBoosting,low,0.19978145074208617
BAC,GradientBoosting,close,0.6326623445498467
BAC,GradientBoosting,volume,0.0007341733312769866
BAC,GradientBoosting,pe_ratio,0.0
BAC,GradientBoosting,eps,0.0
BAC,GradientBoosting,market_cap,0.0
BAC,GradientBoosting,pb_ratio,0.0
BAC,GradientBoosting,dividend_yield,0.0
BAC,GradientBoosting,total_score,0.0
BAC,LinearRegression,open,0.0010609403663348887
BAC,LinearRegression,high,0.01087861866421129
BAC,LinearRegression,low,0.0053043311356570505
BAC,LinearRegression,close,0.9827561078739423
BAC,LinearRegression,volume,1.9598545464325927e-09
BAC,LinearRegression,pe_ratio,0.0
BAC,LinearRegression,eps,9.08297642542236e-28
BAC,LinearRegression,market_cap,0.0
BAC,LinearRegression,pb_ratio,4.540107289399994e-28
BAC,LinearRegression,dividend_yield,9.077011266271932e-28
BAC,LinearRegression,total_score,1.452731686050706e-26
BITO,RandomForest,open,0.015592775651811091
BITO,RandomForest,high,0.05372053972756279
BITO,RandomForest,low,0.14951641995858378
BITO,RandomForest,close,0.777486116830374
BITO,RandomForest,volume,0.003684147831668369
BITO,RandomForest,pe_ratio,0.0
BITO,RandomForest,eps,0.0
BITO,RandomForest,market_cap,0.0
BITO,RandomForest,pb_ratio,0.0
BITO,RandomForest,dividend_yield,0.0
BITO,RandomForest,total_score,0.0
BITO,RandomForest,open,0.015592775651811091
BITO,RandomForest,high,0.05372053972756279
BITO,RandomForest,low,0.14951641995858378
BITO,RandomForest,close,0.777486116830374
BITO,RandomForest,volume,0.003684147831668369
BITO,RandomForest,pe_ratio,0.0
BITO,RandomForest,eps,0.0
BITO,RandomForest,market_cap,0.0
BITO,RandomForest,pb_ratio,0.0
BITO,RandomForest,dividend_yield,0.0
BITO,RandomForest,total_score,0.0
BITO,GradientBoosting,open,0.021835799299280968
BITO,GradientBoosting,high,0.09146165390517126
BITO,GradientBoosting,low,0.2098818875830877
BITO,GradientBoosting,close,0.6752187140804503
BITO,GradientBoosting,volume,0.001601945132009749
BITO,GradientBoosting,pe_ratio,0.0
BITO,GradientBoosting,eps,0.0
BITO,GradientBoosting,market_cap,0.0
BITO,GradientBoosting,pb_ratio,0.0
BITO,GradientBoosting,dividend_yield,0.0
BITO,GradientBoosting,total_score,0.0
BITO,LinearRegression,open,0.044909621114593935
BITO,LinearRegression,high,0.05778440816396803
BITO,LinearRegression,low,0.06899344483595718
BITO,LinearRegression,close,0.8283125219355192
BITO,LinearRegression,volume,3.949961518837264e-09
BITO,LinearRegression,pe_ratio,0.0
BITO,LinearRegression,eps,0.0
BITO,LinearRegression,market_cap,0.0
BITO,LinearRegression,pb_ratio,0.0
BITO,LinearRegression,dividend_yield,3.090406090198636e-29
BITO,LinearRegression,total_score,2.996898877564446e-29
BLK,RandomForest,open,0.027560914454939186
BLK,RandomForest,high,0.04808905184816841
BLK,RandomForest,low,0.10548552177027855
BLK,RandomForest,close,0.8174597320707001
BLK,RandomForest,volume,0.0014047798559136805
BLK,RandomForest,pe_ratio,0.0
BLK,RandomForest,eps,0.0
BLK,RandomForest,market_cap,0.0
BLK,RandomForest,pb_ratio,0.0
BLK,RandomForest,dividend_yield,0.0
BLK,RandomForest,total_score,0.0
BLK,RandomForest,open,0.027560914454939186
BLK,RandomForest,high,0.04808905184816841
BLK,RandomForest,low,0.10548552177027855
BLK,RandomForest,close,0.8174597320707001
BLK,RandomForest,volume,0.0014047798559136805
BLK,RandomForest,pe_ratio,0.0
BLK,RandomForest,eps,0.0
BLK,RandomForest,market_cap,0.0
BLK,RandomForest,pb_ratio,0.0
BLK,RandomForest,dividend_yield,0.0
BLK,RandomForest,total_score,0.0
BLK,GradientBoosting,open,0.0418540466651553
BLK,GradientBoosting,high,0.026811397616454177
BLK,GradientBoosting,low,0.11060405989683648
BLK,GradientBoosting,close,0.8203099264127859
BLK,GradientBoosting,volume,0.0004205694087681996
BLK,GradientBoosting,pe_ratio,0.0
BLK,GradientBoosting,eps,0.0
BLK,GradientBoosting,market_cap,0.0
BLK,GradientBoosting,pb_ratio,0.0
BLK,GradientBoosting,dividend_yield,0.0
BLK,GradientBoosting,total_score,0.0
BLK,LinearRegression,open,0.05910586254545723
BLK,LinearRegression,high,0.010829328760169003
BLK,LinearRegression,low,0.04485692096323403
BLK,LinearRegression,close,0.8852075129172482
BLK,LinearRegression,volume,3.7481389154688395e-07
BLK,LinearRegression,pe_ratio,0.0
BLK,LinearRegression,eps,1.0718266609155172e-29
BLK,LinearRegression,market_cap,0.0
BLK,LinearRegression,pb_ratio,0.0
BLK,LinearRegression,dividend_yield,1.0069936946060005e-30
BLK,LinearRegression,total_score,0.0
BRK-B,RandomForest,open,0.1151282279819325
BRK-B,RandomForest,high,0.20652171144960277
BRK-B,RandomForest,low,0.12911713513599768
BRK-B,RandomForest,close,0.5488143017279481
BRK-B,RandomForest,volume,0.0004186237045191043
BRK-B,RandomForest,pe_ratio,0.0
BRK-B,RandomForest,eps,0.0
BRK-B,RandomForest,market_cap,0.0
BRK-B,RandomForest,pb_ratio,0.0
BRK-B,RandomForest,dividend_yield,0.0
BRK-B,RandomForest,total_score,0.0
BRK-B,RandomForest,open,0.1151282279819325
BRK-B,RandomForest,high,0.20652171144960277
BRK-B,RandomForest,low,0.12911713513599768
BRK-B,RandomForest,close,0.5488143017279481
BRK-B,RandomForest,volume,0.0004186237045191043
BRK-B,RandomForest,pe_ratio,0.0
BRK-B,RandomForest,eps,0.0
BRK-B,RandomForest,market_cap,0.0
BRK-B,RandomForest,pb_ratio,0.0
BRK-B,RandomForest,dividend_yield,0.0
BRK-B,RandomForest,total_score,0.0
BRK-B,GradientBoosting,open,0.012462320289326503
BRK-B,GradientBoosting,high,0.01963972129949459
BRK-B,GradientBoosting,low,0.3998046334206568
BRK-B,GradientBoosting,close,0.5679870898229228
BRK-B,GradientBoosting,volume,0.00010623516759934667
BRK-B,GradientBoosting,pe_ratio,0.0
BRK-B,GradientBoosting,eps,0.0
BRK-B,GradientBoosting,market_cap,0.0
BRK-B,GradientBoosting,pb_ratio,0.0
BRK-B,GradientBoosting,dividend_yield,0.0
BRK-B,GradientBoosting,total_score,0.0
BRK-B,LinearRegression,open,0.09652230725581203
BRK-B,LinearRegression,high,0.053969265155407516
BRK-B,LinearRegression,low,0.12893726949597117
BRK-B,LinearRegression,close,0.7205711521574014
BRK-B,LinearRegression,volume,5.935407801199826e-09
BRK-B,LinearRegression,pe_ratio,0.0
BRK-B,LinearRegression,eps,9.089926845593093e-30
BRK-B,LinearRegression,market_cap,0.0
BRK-B,LinearRegression,pb_ratio,1.1141816968053403e-33
BRK-B,LinearRegression,dividend_yield,0.0
BRK-B,LinearRegression,total_score,1.8187760082040854e-29
C,RandomForest,open,0.007434120159802714
C,RandomForest,high,0.05949642910980268
C,RandomForest,low,0.05696549641993398
C,RandomForest,close,0.8744904911604952
C,RandomForest,volume,0.0016134631499654555
C,RandomForest,pe_ratio,0.0
C,RandomForest,eps,0.0
C,RandomForest,market_cap,0.0
C,RandomForest,pb_ratio,0.0
C,RandomForest,dividend_yield,0.0
C,RandomForest,total_score,0.0
C,RandomForest,open,0.007434120159802714
C,RandomForest,high,0.05949642910980268
C,RandomForest,low,0.05696549641993398
C,RandomForest,close,0.8744904911604952
C,RandomForest,volume,0.0016134631499654555
C,RandomForest,pe_ratio,0.0
C,RandomForest,eps,0.0
C,RandomForest,market_cap,0.0
C,RandomForest,pb_ratio,0.0
C,RandomForest,dividend_yield,0.0
C,RandomForest,total_score,0.0
C,GradientBoosting,open,0.006445575254327847
C,GradientBoosting,high,0.03549035849738879
C,GradientBoosting,low,0.15448096806772274
C,GradientBoosting,close,0.8029659070702772
C,GradientBoosting,volume,0.0006171911102834827
C,GradientBoosting,pe_ratio,0.0
C,GradientBoosting,eps,0.0
C,GradientBoosting,market_cap,0.0
C,GradientBoosting,pb_ratio,0.0
C,GradientBoosting,dividend_yield,0.0
C,GradientBoosting,total_score,0.0
C,LinearRegression,open,0.03623771172615634
C,LinearRegression,high,0.038411631805101404
C,LinearRegression,low,0.02031504179183338
C,LinearRegression,close,0.905035608591029
C,LinearRegression,volume,6.085879898883022e-09
C,LinearRegression,pe_ratio,2.9121268840766165e-28
C,LinearRegression,eps,4.361825441753841e-28
C,LinearRegression,market_cap,0.0
C,LinearRegression,pb_ratio,0.0
C,LinearRegression,dividend_yield,7.28221344380906e-29
C,LinearRegression,total_score,5.824434071640979e-28
CVX,RandomForest,open,0.09794179111813267
CVX,RandomForest,high,0.2596662380589851
CVX,RandomForest,low,0.07360745403528669
CVX,RandomForest,close,0.5675785687953699
CVX,RandomForest,volume,0.0012059479922256718
CVX,RandomForest,pe_ratio,0.0
CVX,RandomForest,eps,0.0
CVX,RandomForest,market_cap,0.0
CVX,RandomForest,pb_ratio,0.0
CVX,RandomForest,dividend_yield,0.0
CVX,RandomForest,total_score,0.0
CVX,RandomForest,open,0.09794179111813267
CVX,RandomForest,high,0.2596662380589851
CVX,RandomForest,low,0.07360745403528669
CVX,RandomForest,close,0.5675785687953699
CVX,RandomForest,volume,0.0012059479922256718
CVX,RandomForest,pe_ratio,0.0
CVX,RandomForest,eps,0.0
CVX,RandomForest,market_cap,0.0
CVX,RandomForest,pb_ratio,0.0
CVX,RandomForest,dividend_yield,0.0
CVX,RandomForest,total_score,0.0
CVX,GradientBoosting,open,0.19280963258447284
CVX,GradientBoosting,high,0.20709273497218023
CVX,GradientBoosting,low,0.11843560403356601
CVX,GradientBoosting,close,0.48116042439928275
CVX,GradientBoosting,volume,0.0005016040104981466
CVX,GradientBoosting,pe_ratio,0.0
CVX,GradientBoosting,eps,0.0
CVX,GradientBoosting,market_cap,0.0
CVX,GradientBoosting,pb_ratio,0.0
CVX,GradientBoosting,dividend_yield,0.0
CVX,GradientBoosting,total_score,0.0
CVX,LinearRegression,open,0.07986428607535208
CVX,LinearRegression,high,0.12462014368744274
CVX,LinearRegression,low,0.0319873540685018
CVX,LinearRegression,close,0.7635282037882256
CVX,LinearRegression,volume,1.2380477700382266e-08
CVX,LinearRegression,pe_ratio,2.5207593581358373e-28
CVX,LinearRegression,eps,1.8910709287668049e-28
CVX,LinearRegression,market_cap,0.0
CVX,LinearRegression,pb_ratio,0.0
CVX,LinearRegression,dividend_yield,0.0
CVX,LinearRegression,total_score,2.52141830896849e-28
DBA,RandomForest,open,0.0860031218688925
DBA,RandomForest,high,0.26132513203425517
DBA,RandomForest,low,0.29098323535903176
DBA,RandomForest,close,0.360833771988956
DBA,RandomForest,volume,0.0008547387488646276
DBA,RandomForest,pe_ratio,0.0
DBA,RandomForest,eps,0.0
DBA,RandomForest,market_cap,0.0
DBA,RandomForest,pb_ratio,0.0
DBA,RandomForest,dividend_yield,0.0
DBA,RandomForest,total_score,0.0
DBA,RandomForest,open,0.0860031218688925
DBA,RandomForest,high,0.26132513203425517
DBA,RandomForest,low,0.29098323535903176
DBA,RandomForest,close,0.360833771988956
DBA,RandomForest,volume,0.0008547387488646276
DBA,RandomForest,pe_ratio,0.0
DBA,RandomForest,eps,0.0
DBA,RandomForest,market_cap,0.0
DBA,RandomForest,pb_ratio,0.0
DBA,RandomForest,dividend_yield,0.0
DBA,RandomForest,total_score,0.0
DBA,GradientBoosting,open,0.022154479470516415
DBA,GradientBoosting,high,0.1553190011907397
DBA,GradientBoosting,low,0.3410062988682365
DBA,GradientBoosting,close,0.4813031919182577
DBA,GradientBoosting,volume,0.00021702855224974666
DBA,GradientBoosting,pe_ratio,0.0
DBA,GradientBoosting,eps,0.0
DBA,GradientBoosting,market_cap,0.0
DBA,GradientBoosting,pb_ratio,0.0
DBA,GradientBoosting,dividend_yield,0.0
DBA,GradientBoosting,total_score,0.0
DBA,LinearRegression,open,0.005411713196209065
DBA,LinearRegression,high,0.025778131700209806
DBA,LinearRegression,low,0.0730766163518388
DBA,LinearRegression,close,0.895733535055962
DBA,LinearRegression,volume,3.695780214976258e-09
DBA,LinearRegression,pe_ratio,1.1293288436626499e-27
DBA,LinearRegression,eps,0.0
DBA,LinearRegression,market_cap,0.0
DBA,LinearRegression,pb_ratio,1.4116614402519216e-28
DBA,LinearRegression,dividend_yield,5.641828569692027e-28
DBA,LinearRegression,total_score,2.2564288209669682e-27
DIA,RandomForest,open,0.10853206555521693
DIA,RandomForest,high,0.2605926354186517
DIA,RandomForest,low,0.14401446845919186
DIA,RandomForest,close,0.4855944332841267
DIA,RandomForest,volume,0.0012663972828127173
DIA,RandomForest,pe_ratio,0.0
DIA,RandomForest,eps,0.0
DIA,RandomForest,market_cap,0.0
DIA,RandomForest,pb_ratio,0.0
DIA,RandomForest,dividend_yield,0.0
DIA,RandomForest,total_score,0.0
DIA,RandomForest,open,0.10853206555521693
DIA,RandomForest,high,0.2605926354186517
DIA,RandomForest,low,0.14401446845919186
DIA,RandomForest,close,0.4855944332841267
DIA,RandomForest,volume,0.0012663972828127173
DIA,RandomForest,pe_ratio,0.0
DIA,RandomForest,eps,0.0
DIA,RandomForest,market_cap,0.0
DIA,RandomForest,pb_ratio,0.0
DIA,RandomForest,dividend_yield,0.0
DIA,RandomForest,total_score,0.0
DIA,GradientBoosting,open,0.01933965175581467
DIA,GradientBoosting,high,0.3110459374571986
DIA,GradientBoosting,low,0.039053242456541314
DIA,GradientBoosting,close,0.6301100857323269
DIA,GradientBoosting,volume,0.00045108259811846876
DIA,GradientBoosting,pe_ratio,0.0
DIA,GradientBoosting,eps,0.0
DIA,GradientBoosting,market_cap,0.0
DIA,GradientBoosting,pb_ratio,0.0
DIA,GradientBoosting,dividend_yield,0.0
DIA,GradientBoosting,total_score,0.0
DIA,LinearRegression,open,0.07096157443397393
DIA,LinearRegression,high,0.07096464994130926
DIA,LinearRegression,low,0.04690246742726094
DIA,LinearRegression,close,0.8111712922607279
DIA,LinearRegression,volume,1.5936728051795216e-08
DIA,LinearRegression,pe_ratio,2.147735979004743e-28
DIA,LinearRegression,eps,0.0
DIA,LinearRegression,market_cap,0.0
DIA,LinearRegression,pb_ratio,1.3420901668470388e-29
DIA,LinearRegression,dividend_yield,2.682193322910039e-29
DIA,LinearRegression,total_score,2.1468182820606683e-28
DIS,RandomForest,open,0.022353353022908556
DIS,RandomForest,high,0.05522198291273801
DIS,RandomForest,low,0.17147687586890017
DIS,RandomForest,close,0.749851372791843
DIS,RandomForest,volume,0.0010964154036103237
DIS,RandomForest,pe_ratio,0.0
DIS,RandomForest,eps,0.0
DIS,RandomForest,market_cap,0.0
DIS,RandomForest,pb_ratio,0.0
DIS,RandomForest,dividend_yield,0.0
DIS,RandomForest,total_score,0.0
DIS,RandomForest,open,0.022353353022908556
DIS,RandomForest,high,0.05522198291273801
DIS,RandomForest,low,0.17147687586890017
DIS,RandomForest,close,0.749851372791843
DIS,RandomForest,volume,0.0010964154036103237
DIS,RandomForest,pe_ratio,0.0
DIS,RandomForest,eps,0.0
DIS,RandomForest,market_cap,0.0
DIS,RandomForest,pb_ratio,0.0
DIS,RandomForest,dividend_yield,0.0
DIS,RandomForest,total_score,0.0
DIS,GradientBoosting,open,0.026562752628184513
DIS,GradientBoosting,high,0.10342528864949967
DIS,GradientBoosting,low,0.11087654145468046
DIS,GradientBoosting,close,0.7587892196258612
DIS,GradientBoosting,volume,0.0003461976417740347
DIS,GradientBoosting,pe_ratio,0.0
DIS,GradientBoosting,eps,0.0
DIS,GradientBoosting,market_cap,0.0
DIS,GradientBoosting,pb_ratio,0.0
DIS,GradientBoosting,dividend_yield,0.0
DIS,GradientBoosting,total_score,0.0
DIS,LinearRegression,open,0.09525678267882415
DIS,LinearRegression,high,0.12666719929932582
DIS,LinearRegression,low,0.047548465013269384
DIS,LinearRegression,close,0.7305275487024365
DIS,LinearRegression,volume,4.306144118499492e-09
DIS,LinearRegression,pe_ratio,0.0
DIS,LinearRegression,eps,1.421762851163391e-28
DIS,LinearRegression,market_cap,0.0
DIS,LinearRegression,pb_ratio,3.5564829432048363e-29
DIS,LinearRegression,dividend_yield,1.7810731416057402e-29
DIS,LinearRegression,total_score,5.691301232410425e-28
GBTC,RandomForest,open,0.05913231864530344
GBTC,RandomForest,high,0.20746122209557613
GBTC,RandomForest,low,0.14466465621072763
GBTC,RandomForest,close,0.5824220378903839
GBTC,RandomForest,volume,0.0063197651580088445
GBTC,RandomForest,pe_ratio,0.0
GBTC,RandomForest,eps,0.0
GBTC,RandomForest,market_cap,0.0
GBTC,RandomForest,pb_ratio,0.0
GBTC,RandomForest,dividend_yield,0.0
GBTC,RandomForest,total_score,0.0
GBTC,RandomForest,open,0.05913231864530344
GBTC,RandomForest,high,0.20746122209557613
GBTC,RandomForest,low,0.14466465621072763
GBTC,RandomForest,close,0.5824220378903839
GBTC,RandomForest,volume,0.0063197651580088445
GBTC,RandomForest,pe_ratio,0.0
GBTC,RandomForest,eps,0.0
GBTC,RandomForest,market_cap,0.0
GBTC,RandomForest,pb_ratio,0.0
